Rank,Company,Growth,Revenue,Industry,State,Metro,Employees,URL,YrsOnList
26,Showroom Logic,8448.5785%,$13443409,Advertising & Marketing,Florida,Miami,90,http://www.inc.com/profile/showroom-logic,1
27,WeVeel,8239.8148%,$9007000,Consumer Products & Services,Pennsylvania,Philadelphia,27,http://www.inc.com/profile/weveel,1
28,PackIt,7877.9544%,$11874148,Consumer Products & Services,California,"Oxnard-Thousand Oaks-Ventura, CA",10,http://www.inc.com/profile/packit,1
29,American Retirement Advisors,7758.1594%,$13876488,Financial Services,Arizona,Phoenix,8,http://www.inc.com/profile/american-retirement-advisors,1
30,HighPoint Global,7638.5408%,$95810719,Government Services,Indiana,"Washington, DC",200,http://www.inc.com/profile/highpoint-global,1
31,AdKarma,7635.2397%,$13326503,Advertising & Marketing,Missouri,"Columbia, MO",33,http://www.inc.com/profile/adkarma,1
32,Axtria,7351.2959%,$8963909,Software,New Jersey,New York City,176,http://www.inc.com/profile/axtria,1
33,Dolls Kill,7055.6604%,$7585000,Retail,California,San Francisco,24,http://www.inc.com/profile/dolls-kill,1
34,Centric Digital,6898.4173%,$18045419,Business Products & Services,New York,New York City,140,http://www.inc.com/profile/centric-digital,1
35,Credibly,6861.3577%,$7013359,Financial Services,New York,New York City,55,http://www.inc.com/profile/credibly,1
36,Restore Health,6663.1769%,$6821205,Health,Wisconsin,"Madison, WI",61,http://www.inc.com/profile/restore-health,2
37,OpenRoad Lending,6603.3722%,$8853881,Financial Services,Texas,Dallas,53,http://www.inc.com/profile/openroad-lending,1
38,Pontchartrain Partners,6535.0538%,$10545091,Government Services,Louisiana,"New Orleans-Metairie-Kenner, LA",25,http://www.inc.com/profile/pontchartrain-partners,1
39,Team Extreme Marketing International,6369.1921%,$6772856,Consumer Products & Services,Maryland,"Washington, DC",1,http://www.inc.com/profile/team-extreme-marketing-international,1
40,Choice Energy,6020.9548%,$20894369,Energy,Iowa,"Des Moines-West Des Moines, IA",4,http://www.inc.com/profile/choice-energy,1
41,Revimedia,5817.1289%,$5963105,Advertising & Marketing,New York,New York City,24,http://www.inc.com/profile/revimedia,1
42,SmartZip Analytics,5811.3568%,$11396150,Software,California,San Francisco,96,http://www.inc.com/profile/smartzip-analytics,1
43,Thompson Gray,5752.5251%,$14104761,Government Services,Alabama,"Huntsville, AL",48,http://www.inc.com/profile/thompson-gray,1
44,MCSG Technologies,5715.2859%,$7686703,IT Services,Oklahoma,"Oklahoma City, OK",147,http://www.inc.com/profile/mcsg-technologies,1
45,Innovative Surveillance Solutions,5604.7826%,$10247444,Security,Texas,"Tyler, TX",20,http://www.inc.com/profile/innovative-surveillance-solutions,1
46,Nordic,5593.0143%,$81410104,Health,Wisconsin,"Madison, WI",379,http://www.inc.com/profile/nordic,1
47,Michigan Realty Solutions,5530.8057%,$6178120,Real Estate,Michigan,Detroit,40,http://www.inc.com/profile/michigan-realty-solutions,1
48,Ohio Investments,5507.4529%,$23809245,Real Estate,Ohio,"Springfield, OH",17,http://www.inc.com/profile/ohio-investments,1
49,Adore Me,5505.55%,$5637838,Retail,New York,New York City,30,http://www.inc.com/profile/adore-me,1
50,IQ Formulations,5486.2116%,$8269660,Health,Florida,Miami,35,http://www.inc.com/profile/iq-formulations,1
51,MAX Digital,5483.1298%,$6577541,Software,Illinois,Chicago,32,http://www.inc.com/profile/max-digital,1
52,MaxHome,5438.9673%,$5792929,Construction,Louisiana,"New Orleans-Metairie-Kenner, LA",50,http://www.inc.com/profile/maxhome,1
53,Alex and Ani,5220.9165%,$230109687,Retail,Rhode Island,"Providence-New Bedford-Fall River, RI-MA",1106,http://www.inc.com/profile/alex-and-ani,5
54,Crowdtap,5217.2043%,$6261593,Advertising & Marketing,New York,New York City,46,http://www.inc.com/profile/crowdtap,1
55,Compass Automation,5214.2331%,$5703235,Manufacturing,Illinois,Chicago,30,http://www.inc.com/profile/compass-automation,1
56,Multifamily Utility Company,5196.0656%,$5757194,Real Estate,California,San Diego,35,http://www.inc.com/profile/multifamily-utility-company,1
57,The Joint,5139.4732%,$5958067,Health,Arizona,Phoenix,19,http://www.inc.com/profile/the-joint,3
58,Bizness Apps,5078.5874%,$6178728,Software,California,San Francisco,70,http://www.inc.com/profile/bizness-apps,1
59,EcoSense Lighting,5059.1489%,$15363997,Manufacturing,California,Los Angeles,59,http://www.inc.com/profile/ecosense-lighting,1
60,PhotoBin,5003.4376%,$6385268,Consumer Products & Services,California,San Diego,61,http://www.inc.com/profile/photobin,1
61,PMG Worldwide,5000.4026%,$5764577,Advertising & Marketing,Texas,Dallas,44,http://www.inc.com/profile/pmg-worldwide,1
62,Victor Securities,4897.024%,$6494832,Financial Services,New Jersey,New York City,19,http://www.inc.com/profile/victor-securities,3
63,eLan Technologies,4863.7089%,$9149555,IT Services,Texas,Dallas,89,http://www.inc.com/profile/elan-technologies,1
64,Centennial Lending Group,4845.0294%,$166889598,Financial Services,Pennsylvania,Philadelphia,41,http://www.inc.com/profile/centennial-lending-group,1
65,Tough Mudder,4737.5104%,$107900476,Health,New York,New York City,143,http://www.inc.com/profile/tough-mudder,1
66,Netcom3 Global,4724.7797%,$30058088,Software,California,Los Angeles,40,http://www.inc.com/profile/netcom3-global,3
67,Gideon Services,4723.0413%,$23252268,Government Services,Alabama,"Huntsville, AL",3,http://www.inc.com/profile/gideon-services,1
68,Viderity,4722.8947%,$18327000,Government Services,District of Columbia,"Washington, DC",34,http://www.inc.com/profile/viderity,2
69,Affectiva,4676.4588%,$5017670,Software,Massachusetts,Boston,37,http://www.inc.com/profile/affectiva,1
70,EverQuote,4669.4024%,$45929345,Advertising & Marketing,Massachusetts,Boston,40,http://www.inc.com/profile/everquote,1
71,Acordis International,4638.7226%,$6000834,IT Services,Florida,Miami,28,http://www.inc.com/profile/acordis-international,2
72,KRAVE Pure Foods,4632.0582%,$16940863,Food & Beverage,California,"Napa, CA",40,http://www.inc.com/profile/krave-pure-foods,1
73,Main Street Hub,4625.3168%,$9157664,Advertising & Marketing,Texas,Austin,175,http://www.inc.com/profile/main-street-hub,1
74,First Point Power,4355.2259%,$23499000,Energy,Rhode Island,"Providence-New Bedford-Fall River, RI-MA",4,http://www.inc.com/profile/first-point-power,1
75,Ethology,4219.4187%,$8815804,Advertising & Marketing,Arizona,Phoenix,64,http://www.inc.com/profile/ethology,1
76,Regal Wings,4146.4844%,$54355000,Travel & Hospitality,New York,New York City,126,http://www.inc.com/profile/regal-wings,2
77,Solect Energy Development,4101.3374%,$12477972,Energy,Massachusetts,Boston,23,http://www.inc.com/profile/solect-energy-development,1
78,Old Pro Roofing,4076.4206%,$4897229,Construction,Texas,Dallas,16,http://www.inc.com/profile/old-pro-roofing,1
79,Clean Energy Experts,4063.5937%,$6058237,Advertising & Marketing,California,Los Angeles,53,http://www.inc.com/profile/clean-energy-experts,1
80,LogoUp.com,4062.0098%,$8003961,Retail,Florida,Miami,32,http://www.inc.com/profile/logoupcom,1
81,Analytica,4056.1632%,$15010399,IT Services,District of Columbia,"Washington, DC",28,http://www.inc.com/profile/analytica,1
82,Phunware,4040.0382%,$22119065,Software,Texas,Austin,131,http://www.inc.com/profile/phunware,2
83,iCracked,4033.2486%,$7315850,Consumer Products & Services,California,San Francisco,39,http://www.inc.com/profile/icracked,1
84,BuyBackWorld,4011.2131%,$4139786,Consumer Products & Services,New York,New York City,13,http://www.inc.com/profile/buybackworld,1
85,Tahzoo,3946.3888%,$5693350,Business Products & Services,District of Columbia,"Washington, DC",49,http://www.inc.com/profile/tahzoo,1
86,Connexion Point,3943.8155%,$18286053,Health,Utah,Salt Lake City,1250,http://www.inc.com/profile/connexion-point,1
87,Meister Cook,3943.004%,$7707138,Manufacturing,Indiana,"Fort Wayne, IN",2,http://www.inc.com/profile/meister-cook,1
88,TUNE,3939.4786%,$18904275,Advertising & Marketing,Washington,Seattle,150,http://www.inc.com/profile/tune,2
89,Constructure Management,3929.4614%,$33167746,Construction,Pennsylvania,Philadelphia,28,http://www.inc.com/profile/constructure-management,1
90,Pendo Management Group,3877.8706%,$8471671,Real Estate,Missouri,"Kansas City, MO-KS",14,http://www.inc.com/profile/pendo-management-group,1
91,Gemini Consulting & Services,3869.7686%,$6469651,IT Services,Missouri,"St. Louis, MO-IL",45,http://www.inc.com/profile/gemini-consulting-services,1
92,Next Step Living,3859.6587%,$58009000,Energy,Massachusetts,Boston,764,http://www.inc.com/profile/next-step-living,2
93,FastPay,3824.8721%,$5061986,Financial Services,California,Los Angeles,26,http://www.inc.com/profile/fastpay,1
94,Early Upgrade,3745.689%,$18068816,Consumer Products & Services,Florida,"Jacksonville, FL",6,http://www.inc.com/profile/early-upgrade,1
95,Yochana IT Solutions,3694.0309%,$5637285,Human Resources,Michigan,Detroit,90,http://www.inc.com/profile/yochana-it-solutions,1
96,American Care Partners,3656.7915%,$6580396,Health,Virginia,"Washington, DC",192,http://www.inc.com/profile/american-care-partners,1
97,Prepay Nation,3637.1336%,$110914763,Financial Services,Pennsylvania,Philadelphia,10,http://www.inc.com/profile/prepay-nation,1
98,PEG Bandwidth,3612.7746%,$32895443,Telecommunications,Texas,Dallas,115,http://www.inc.com/profile/peg-bandwidth,1
99,Global Energy Efficiency,3588.5841%,$12860765,Energy,New York,New York City,108,http://www.inc.com/profile/global-energy-efficiency,1
100,LaunchPoint,3544.2164%,$12899943,Health,Illinois,Chicago,72,http://www.inc.com/profile/launchpoint,1
101,Product Cloud,3543.1%,$5284863,Retail,Wisconsin,"Milwaukee-Waukesha-West Allis, WI",7,http://www.inc.com/profile/product-cloud,1
102,GovSmart,3532.3775%,$25433653,Computer Hardware,Virginia,"Charlottesville, VA",12,http://www.inc.com/profile/govsmart,1
103,The Clymb,3531.5493%,$64460000,Retail,Oregon,"Portland, OR",90,http://www.inc.com/profile/the-clymb,1
104,Alliance Health,3490.2076%,$85596581,Health,Utah,Salt Lake City,380,http://www.inc.com/profile/alliance-health,1
105,Inkling,3443.0435%,$8149000,Software,California,San Francisco,100,http://www.inc.com/profile/inkling,1
106,Patriot Group International,3401.9117%,$24073472,Government Services,Virginia,"Washington, DC",80,http://www.inc.com/profile/patriot-group-international,1
107,Insureon,3357.8136%,$11844049,Insurance,Illinois,Chicago,65,http://www.inc.com/profile/insureon,1
108,RevLocal,3341.7125%,$7268587,Advertising & Marketing,Ohio,"Columbus, OH",146,http://www.inc.com/profile/revlocal,2
109,Apex Fuels,3323.5318%,$134567633,Energy,California,"Riverside-San Bernardino-Ontario, CA",37,http://www.inc.com/profile/apex-fuels,1
110,Multicoreware,3322.105%,$7686082,Software,California,San Jose,200,http://www.inc.com/profile/multicoreware,1
111,MobileHelp,3304.8214%,$18661656,Health,Florida,Miami,87,http://www.inc.com/profile/mobilehelp,1
112,Ataraxis,3277.519%,$40765844,Human Resources,Idaho,"Boise City-Nampa, ID",12,http://www.inc.com/profile/ataraxis,1
113,Fortress Gold Group,3257.9707%,$9809304,Financial Services,California,Los Angeles,15,http://www.inc.com/profile/fortress-gold-group,1
114,AdColony,3236.4728%,$52783000,Advertising & Marketing,California,Los Angeles,73,http://www.inc.com/profile/adcolony,2
115,Integral Ad Science,3231.6852%,$23442470,Advertising & Marketing,New York,New York City,87,http://www.inc.com/profile/integral-ad-science,1
116,Technomax,3225.0636%,$4002379,IT Services,New Jersey,"Trenton-Ewing, NJ",18,http://www.inc.com/profile/technomax,2
117,hCentive,3214.4606%,$26493445,Health,Virginia,"Washington, DC",458,http://www.inc.com/profile/hcentive,1
118,Intelligent Audit,3122.0588%,$318842114,Logistics & Transportation,New Jersey,,14,http://www.inc.com/profile/intelligent-audit,2
119,SimpliSafe Home Security,3075.8406%,$38454825,Security,Massachusetts,Boston,60,http://www.inc.com/profile/simplisafe-home-security,1
120,Boxman Studios,3074.0826%,$4322910,Manufacturing,North Carolina,Charlotte,43,http://www.inc.com/profile/boxman-studios,1
121,SeatGeek,3039.1304%,$12274000,Consumer Products & Services,New York,New York City,30,http://www.inc.com/profile/seatgeek,1
122,Smashwords,3018.5723%,$22037828,Media,California,San Jose,23,http://www.inc.com/profile/smashwords,1
123,Securityhunter,2998.3413%,$35931650,Government Services,Maryland,Baltimore,18,http://www.inc.com/profile/securityhunter,3
124,VRx,2987.2957%,$89554237,Health,Utah,Salt Lake City,74,http://www.inc.com/profile/vrx,3
125,SmackTom.com,2963.7255%,$3125000,Retail,Florida,Miami,42,http://www.inc.com/profile/smacktomcom,1
126,Virtual Fleet Supervisor,2948.8362%,$3526101,Software,Florida,"Orlando, FL",10,http://www.inc.com/profile/virtual-fleet-supervisor,1
127,CareCloud,2939.6153%,$10455000,Health,Florida,Miami,262,http://www.inc.com/profile/carecloud,1
128,Fueled,2916.7442%,$6486000,Advertising & Marketing,New York,New York City,64,http://www.inc.com/profile/fueled,1
129,Bob's Watches,2861.191%,$11101120,Retail,California,Los Angeles,14,http://www.inc.com/profile/bobs-watches,1
130,CPA Trend,2842.941%,$5826876,Advertising & Marketing,New York,New York City,6,http://www.inc.com/profile/cpa-trend,1
131,Jobs2Careers,2829.7514%,$22359716,Human Resources,Texas,Austin,17,http://www.inc.com/profile/jobs2careers,1
132,29 Prime,2790.9199%,$20289054,Advertising & Marketing,California,Los Angeles,200,http://www.inc.com/profile/29-prime,3
133,Prolim,2756.9034%,$5129970,IT Services,Michigan,Detroit,180,http://www.inc.com/profile/prolim,2
134,Loyal Source Government Services,2753.5176%,$55980536,Government Services,Florida,"Orlando, FL",867,http://www.inc.com/profile/loyal-source-government-services,1
135,Marketsmith,2752.5555%,$72908666,Advertising & Marketing,New Jersey,New York City,24,http://www.inc.com/profile/marketsmith,2
136,Project Management Academy,2752.4901%,$8094996,Education,Indiana,,18,http://www.inc.com/profile/project-management-academy,1
137,Flying Cork Media,2745.4166%,$7502709,Advertising & Marketing,Pennsylvania,"Pittsburgh, PA",25,http://www.inc.com/profile/flying-cork-media,1
138,Motivity Labs,2716.0018%,$3225899,IT Services,Texas,Dallas,160,http://www.inc.com/profile/motivity-labs,1
139,Twilio,2710.8696%,$51720000,Telecommunications,California,San Francisco,232,http://www.inc.com/profile/twilio,1
140,Signature Closers,2709.3881%,$3843580,Real Estate,Ohio,"Columbus, OH",20,http://www.inc.com/profile/signature-closers,1
141,PureCars,2689.9672%,$8725985,Advertising & Marketing,South Carolina,"Charleston-North Charleston, SC",81,http://www.inc.com/profile/purecars,1
142,The Cambridge Institute of International Education,2683.3172%,$9784000,Education,Massachusetts,Boston,96,http://www.inc.com/profile/the-cambridge-institute-of-international-education,1
143,Market6,2677.1957%,$15085838,Software,Illinois,Chicago,53,http://www.inc.com/profile/market6,1
144,LiveRamp,2665.2479%,$21040412,Advertising & Marketing,California,San Francisco,53,http://www.inc.com/profile/liveramp,1
145,MyClean,2646.4033%,$4399793,Consumer Products & Services,New York,New York City,160,http://www.inc.com/profile/myclean,1
146,PresenceLearning,2634.2593%,$5906000,Education,California,San Francisco,35,http://www.inc.com/profile/presencelearning,1
147,Residential Capital Management,2626.018%,$30167124,Real Estate,Georgia,Atlanta,140,http://www.inc.com/profile/residential-capital-management,1
148,Total Technology Solutions Group,2608.0908%,$3115496,Business Products & Services,Illinois,Chicago,14,http://www.inc.com/profile/total-technology-solutions-group,1
149,Buy PD,2606.3465%,$79837059,Real Estate,Utah,"Provo-Orem, UT",98,http://www.inc.com/profile/buy-pd,1
150,Goal Zero,2598.7288%,$34249000,Consumer Products & Services,Utah,Salt Lake City,120,http://www.inc.com/profile/goal-zero,2
151,AdvoPay,2573.062%,$4531348,Financial Services,Indiana,"Indianapolis, IN",89,http://www.inc.com/profile/advopay,2
152,Sky Zone,2571.0587%,$88183962,Consumer Products & Services,California,Los Angeles,2200,http://www.inc.com/profile/sky-zone,4
153,Avenue Link,2564.509%,$6360103,Advertising & Marketing,Kansas,"Kansas City, MO-KS",11,http://www.inc.com/profile/avenue-link,1
154,Incredible Supply & Logistics,2550.7143%,$7422000,Government Services,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",12,http://www.inc.com/profile/incredible-supply-logistics,1
155,Resell MFG,2545.6932%,$4728621,Business Products & Services,Florida,"Orlando, FL",14,http://www.inc.com/profile/resell-mfg,1
156,Legion Logistics,2545.2064%,$15115027,Logistics & Transportation,Kentucky,Cincinnati,29,http://www.inc.com/profile/legion-logistics,1
157,GrayPay,2539.989%,$2981762,Financial Services,California,Los Angeles,11,http://www.inc.com/profile/graypay,1
158,Urban Investment Group,2526.0778%,$4822398,Real Estate,District of Columbia,"Washington, DC",1,http://www.inc.com/profile/urban-investment-group,1
159,SPHERE Technology Solutions,2524.0876%,$3595000,IT Services,New Jersey,New York City,12,http://www.inc.com/profile/sphere-technology-solutions,1
160,Bai Brands,2521.6684%,$17139891,Food & Beverage,New Jersey,"Trenton-Ewing, NJ",64,http://www.inc.com/profile/bai-brands,1
161,RocketDrop,2518.6981%,$72626345,Business Products & Services,New Hampshire,Boston,15,http://www.inc.com/profile/rocketdrop,1
162,Echo Health,2509.1757%,$46984261,Health,Ohio,Cleveland,24,http://www.inc.com/profile/echo-health,3
163,Marathon TS,2507.7517%,$6821409,Government Services,Virginia,,75,http://www.inc.com/profile/marathon-ts,1
164,AudioMicro,2495.6297%,$5426086,Media,California,Los Angeles,8,http://www.inc.com/profile/audiomicro,2
165,LED Supply Co,2474.0559%,$2877743,Business Products & Services,Colorado,"Denver-Aurora, CO",6,http://www.inc.com/profile/led-supply-co,1
166,LeGault Homes,2455.075%,$7660396,Construction,Virginia,"Richmond, VA",6,http://www.inc.com/profile/legault-homes,1
167,Forte International Tax,2447.3722%,$3475711,Financial Services,Illinois,Chicago,9,http://www.inc.com/profile/forte-international-tax,1
168,Paradigm Mechanical,2439.5443%,$5250000,Construction,California,San Diego,31,http://www.inc.com/profile/paradigm-mechanical,1
169,Finance Store,2436.3022%,$4590707,Financial Services,California,Los Angeles,45,http://www.inc.com/profile/finance-store,2
170,Pure Incubation,2427.7792%,$4696917,Advertising & Marketing,Massachusetts,Boston,27,http://www.inc.com/profile/pure-incubation,1
171,Kohana Coffee,2416.7762%,$2825786,Food & Beverage,Texas,Austin,10,http://www.inc.com/profile/kohana-coffee,1
172,Ensighten,2415.8055%,$8277000,Advertising & Marketing,California,San Jose,107,http://www.inc.com/profile/ensighten,1
173,Pathway Genomics,2415.5285%,$14426053,Health,California,San Diego,123,http://www.inc.com/profile/pathway-genomics,1
174,CenseoHealth,2406.9499%,$117230240,Health,Texas,Dallas,325,http://www.inc.com/profile/censeohealth,1
175,3A/WorldWide,2402.7683%,$57568000,Advertising & Marketing,Florida,Miami,270,http://www.inc.com/profile/3aworldwide,1
176,180fusion,2379.1819%,$6662008,Advertising & Marketing,California,Los Angeles,90,http://www.inc.com/profile/180fusion,1
177,Kamis,2368.9874%,$3058705,IT Services,Maryland,"Washington, DC",47,http://www.inc.com/profile/kamis,1
178,Apex Controls,2360.0708%,$7789273,Energy,Georgia,Atlanta,35,http://www.inc.com/profile/apex-controls,1
179,InkSoft,2347.731%,$2488706,Software,New Mexico,"Albuquerque, NM",16,http://www.inc.com/profile/inksoft,1
180,Futurewave Systems,2342.899%,$2768000,Human Resources,Georgia,Atlanta,19,http://www.inc.com/profile/futurewave-systems,1
181,6 Pack Fitness,2336.4112%,$6310305,Consumer Products & Services,California,San Francisco,20,http://www.inc.com/profile/6-pack-fitness,1
182,Genzum Life Sciences,2333.3009%,$8561253,Health,California,Los Angeles,10,http://www.inc.com/profile/genzum-life-sciences,1
183,ProctorU,2312.1435%,$6435816,Education,California,San Francisco,247,http://www.inc.com/profile/proctoru,1
184,Dakenna Development,2302.5208%,$8270918,Construction,Florida,"Jacksonville, FL",19,http://www.inc.com/profile/dakenna-development,1
185,Duda,2299.954%,$5532830,Software,California,San Jose,68,http://www.inc.com/profile/duda,1
186,Holganix,2291.3554%,$4306568,Environmental Services,Pennsylvania,Philadelphia,35,http://www.inc.com/profile/holganix,1
187,NITS Solutions,2291.3176%,$2775411,IT Services,Michigan,Detroit,15,http://www.inc.com/profile/nits-solutions,1
188,Paramount Lodging Advisors,2288.3653%,$2465605,Real Estate,Illinois,,18,http://www.inc.com/profile/paramount-lodging-advisors,1
189,EmazingLights,2281.335%,$5842010,Consumer Products & Services,California,Los Angeles,35,http://www.inc.com/profile/emazinglights,1
190,Level Interactive,2258.7014%,$11958616,Advertising & Marketing,Pennsylvania,"Pittsburgh, PA",35,http://www.inc.com/profile/level-interactive,1
191,shopkick,2250.0409%,$26319118,Retail,California,San Francisco,75,http://www.inc.com/profile/shopkick,1
192,TekWissen,2236.1753%,$7802802,Software,Michigan,"Ann Arbor, MI",129,http://www.inc.com/profile/tekwissen,1
193,Vantage Point,2234.3619%,$5390952,Computer Hardware,Wisconsin,Chicago,15,http://www.inc.com/profile/vantage-point,1
194,Clean Energy Collective,2216.9118%,$9453000,Energy,Colorado,"Boulder, CO",42,http://www.inc.com/profile/clean-energy-collective,1
195,Silver Bullet Construction,2215.5963%,$2524000,Construction,Texas,Dallas,13,http://www.inc.com/profile/silver-bullet-construction,1
196,Aegis Corps,2208.3868%,$2900488,Government Services,Virginia,"Washington, DC",48,http://www.inc.com/profile/aegis-corps,1
197,uBreakiFix,2188.8349%,$26472870,Retail,Florida,"Orlando, FL",300,http://www.inc.com/profile/ubreakifix,2
198,Culture.Service.Growth.,2182.0898%,$7993065,Business Products & Services,Texas,"San Antonio, TX",302,http://www.inc.com/profile/cultureservicegrowth,1
199,CardCash.com,2181.7178%,$55788000,Consumer Products & Services,New Jersey,New York City,72,http://www.inc.com/profile/cardcashcom,3
200,Protein Bar,2181.6917%,$14211083,Food & Beverage,Illinois,Chicago,450,http://www.inc.com/profile/protein-bar,1
201,METIS Solutions,2170.6344%,$8686766,Government Services,Virginia,"Washington, DC",45,http://www.inc.com/profile/metis-solutions,1
202,TITLE Boxing Club,2168.421%,$34252000,Health,Kansas,"Kansas City, MO-KS",17,http://www.inc.com/profile/title-boxing-club,1
203,VETS etc.,2162.0323%,$6480926,IT Services,California,"Salinas, CA",52,http://www.inc.com/profile/vets-etc,2
204,LocalResponse,2152.8937%,$9565336,Advertising & Marketing,New York,New York City,32,http://www.inc.com/profile/localresponse,2
205,Tongal,2144.0473%,$8417085,Advertising & Marketing,California,Los Angeles,36,http://www.inc.com/profile/tongal,1
206,Novisync,2143.7949%,$8517670,IT Services,New York,"Poughkeepsie-Newburgh-Middletown, NY",84,http://www.inc.com/profile/novisync,2
207,Tax Guard,2140.5432%,$4354787,Financial Services,Colorado,"Boulder, CO",40,http://www.inc.com/profile/tax-guard,1
208,Nexgen Property Solutions,2135.5987%,$5378001,Financial Services,Texas,"Laredo, TX",12,http://www.inc.com/profile/nexgen-property-solutions,1
209,PerformTel,2120.61%,$2273616,Business Products & Services,Minnesota,Minneapolis,120,http://www.inc.com/profile/performtel,1
210,R.J. Allen & Associates,2117.7132%,$26199465,Construction,Mississippi,"Oxford, MS",25,http://www.inc.com/profile/rj-allen-associates,2
211,Splash and Dash for Dogs International,2117.7004%,$2291195,Retail,Florida,Tampa,6,http://www.inc.com/profile/splash-and-dash-for-dogs-international,1
212,ePremium Insurance,2109.317%,$3795474,Insurance,Ohio,Cincinnati,17,http://www.inc.com/profile/epremium-insurance,1
213,McAfee Institute,2097.07%,$39571912,Education,Illinois,"Peoria, IL",15,http://www.inc.com/profile/mcafee-institute,2
214,IDsecurityonline.com,2093.0319%,$4898356,Security,New York,New York City,7,http://www.inc.com/profile/idsecurityonlinecom,1
215,Wren,2092.1892%,$5154056,Retail,California,Los Angeles,25,http://www.inc.com/profile/wren,1
216,Newmind Group,2065.3678%,$15469496,IT Services,Michigan,"Kalamazoo-Portage, MI",16,http://www.inc.com/profile/newmind-group,1
217,Obsidian Analysis,2061.3142%,$9105768,Government Services,District of Columbia,"Washington, DC",43,http://www.inc.com/profile/obsidian-analysis,1
218,Universal Synaptics,2042.1898%,$2149259,Government Services,Utah,"Ogden-Clearfield, UT",10,http://www.inc.com/profile/universal-synaptics,1
219,Global Commerce and Services,2040.9645%,$3521801,Government Services,Louisiana,"New Orleans-Metairie-Kenner, LA",13,http://www.inc.com/profile/global-commerce-and-services,1
220,Stoneside Blinds & Shades,2040.0212%,$4893244,Consumer Products & Services,Colorado,"Denver-Aurora, CO",42,http://www.inc.com/profile/stoneside-blinds-shades,1
221,Blue Star Tec,2033.014%,$3869970,IT Services,Illinois,Chicago,35,http://www.inc.com/profile/blue-star-tec,2
