Rank,Company,Growth,Revenue,Industry,State,Metro,Employees,URL,YrsOnList
76,2Pi Solutions,1895.1205%,$9778764,Government Services,District of Columbia,"Washington, DC",35,http://www.inc.com/profile/2pi-solutions,2
77,TAPE,1890.5362%,$16610029,Government Services,Virginia,"Washington, DC",57,http://www.inc.com/profile/tape,1
78,"Radius (Annapolis, MD)",1872.9323%,$10496000,Business Products & Services,Maryland,Baltimore,48,http://www.inc.com/profile/radius-annapolis-md,2
79,Remedy Roofing,1871.7122%,$17086464,Construction,Texas,Houston,12,http://www.inc.com/profile/remedy-roofing,1
80,Suntiva,1868.387%,$6190577,Business Products & Services,Virginia,"Washington, DC",40,http://www.inc.com/profile/suntiva,2
81,Flipswap,1839.6552%,$11250000,Consumer Products & Services,California,Los Angeles,54,http://www.inc.com/profile/flipswap,1
83,NWN,1800.1611%,$153879413,IT Services,Massachusetts,Boston,317,http://www.inc.com/profile/nwn,1
84,Connexion Technologies,1784.7408%,$12426322,Telecommunications,North Carolina,"Raleigh-Cary, NC",438,http://www.inc.com/profile/connexion-technologies,1
85,ClinAssure,1742.9529%,$5043775,Health,California,Los Angeles,17,http://www.inc.com/profile/clinassure,1
86,Summit Tech Consulting,1740.8%,$4602000,Health,Georgia,Atlanta,43,http://www.inc.com/profile/summit-tech-consulting,2
87,Prep Sportswear,1728.333%,$5357235,Retail,Washington,Seattle,32,http://www.inc.com/profile/prep-sportswear,1
88,Pangea3,1718.1286%,$8076000,Business Products & Services,New York,New York City,301,http://www.inc.com/profile/pangea3,1
89,AtLast Fulfillment,1708.6409%,$24069936,Logistics & Transportation,Colorado,Denver,200,http://www.inc.com/profile/atlast-fulfillment,2
90,Charles F. Day & Associates,1678.3838%,$8571454,Government Services,Iowa,"Davenport-Moline-Rock Island, IA-IL",85,http://www.inc.com/profile/charles-f-day-associates,1
91,CSI (Oklahoma),1673.4517%,$6377563,IT Services,Oklahoma,"Oklahoma City, OK",129,http://www.inc.com/profile/csi-oklahoma,1
92,American Correctional Solutions,1659.0293%,$15585000,Health,California,Los Angeles,100,http://www.inc.com/profile/american-correctional-solutions,1
93,Instant Tax Service,1657.9869%,$27185720,Financial Services,Ohio,"Dayton, OH",73,http://www.inc.com/profile/instant-tax-service,1
94,TSS-Radio,1651.3397%,$4452536,Retail,Illinois,Chicago,12,http://www.inc.com/profile/tss-radio,1
96,TeraThink,1611.4503%,$6924853,IT Services,Virginia,"Washington, DC",25,http://www.inc.com/profile/terathink,1
97,Robinson Radio,1609.8316%,$10191605,Advertising & Marketing,Virginia,"Richmond, VA",21,http://www.inc.com/profile/robinson-radio,1
98,Celergo,1581.1523%,$8634230,Business Products & Services,Illinois,Chicago,58,http://www.inc.com/profile/celergo,1
99,Bug Music,1564.4729%,$77251766,Media,California,Los Angeles,81,http://www.inc.com/profile/bug-music,1
100,KBW Financial Staffing and Recruiting,1546.1148%,$4329249,Human Resources,New Hampshire,"Manchester-Nashua, NH",13,http://www.inc.com/profile/kbw-financial-staffing-and-recruiting,1
101,Nexcelom Bioscience,1521.9306%,$4673220,Health,Massachusetts,Boston,24,http://www.inc.com/profile/nexcelom-bioscience,1
102,C&I Engineering,1513.2273%,$13615961,Engineering,Washington,"Kennewick-Pasco-Richland, WA",5,http://www.inc.com/profile/ci-engineering,1
103,Zeon Solutions,1506.4031%,$4457849,IT Services,Wisconsin,"Milwaukee-Waukesha-West Allis, WI",19,http://www.inc.com/profile/zeon-solutions,1
104,Market Tech,1496.5492%,$5195219,Manufacturing,California,"Santa Cruz-Watsonville, CA",5,http://www.inc.com/profile/market-tech,2
105,Technatomy,1491.2503%,$6952077,Government Services,Virginia,"Washington, DC",32,http://www.inc.com/profile/technatomy,1
106,FireFold,1490.6761%,$7648734,Retail,North Carolina,Charlotte,42,http://www.inc.com/profile/firefold,2
107,Conferencing Advisors,1480.7047%,$9903510,Business Products & Services,California,Los Angeles,20,http://www.inc.com/profile/conferencing-advisors,1
108,WBS Connect,1476.4985%,$26564000,IT Services,Colorado,Denver,41,http://www.inc.com/profile/wbs-connect,1
109,Dicom Solutions,1473.9219%,$4346952,Health,California,Los Angeles,7,http://www.inc.com/profile/dicom-solutions,1
110,oDesk,1470.22%,$33601562,Human Resources,California,San Francisco,22,http://www.inc.com/profile/odesk,1
111,Goodwives Hors d'oeuvres,1463.6599%,$9908178,Food & Beverage,Massachusetts,Boston,186,http://www.inc.com/profile/goodwives-hors-doeuvres,2
112,National Positions,1455.5759%,$4124345,Advertising & Marketing,California,Los Angeles,240,http://www.inc.com/profile/national-positions,1
113,BlackLine,1452.5%,$4968000,Software,California,Los Angeles,29,http://www.inc.com/profile/blackline,2
114,MacUpdate,1443.2894%,$3659772,Software,Michigan,"Traverse City, MI",6,http://www.inc.com/profile/macupdate,2
115,BabyEarth,1440.1376%,$5729774,Retail,Texas,Austin,15,http://www.inc.com/profile/babyearth,2
116,Rockett Interactive,1429.9164%,$5918145,Advertising & Marketing,North Carolina,"Raleigh-Cary, NC",8,http://www.inc.com/profile/rockett-interactive,2
117,eCardio,1424.5863%,$21415117,Health,Texas,Houston,287,http://www.inc.com/profile/ecardio,1
118,Latshaw Drilling & Exploration Co.,1418.9868%,$81478938,Energy,Oklahoma,"Tulsa, OK",305,http://www.inc.com/profile/latshaw-drilling-exploration-co,2
119,Centro,1418.7021%,$82180295,Advertising & Marketing,Illinois,Chicago,112,http://www.inc.com/profile/centro,1
120,Improving Enterprises,1417.1376%,$6194488,IT Services,Texas,Dallas,52,http://www.inc.com/profile/improving-enterprises,1
121,Solvern Innovations,1415.4619%,$12797000,Government Services,Maryland,Baltimore,121,http://www.inc.com/profile/solvern-innovations,2
122,BOSH Global Services,1415.0507%,$12375404,Government Services,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",107,http://www.inc.com/profile/bosh-global-services,1
123,Atlas Properties,1412.5208%,$5789597,Real Estate,Texas,Dallas,11,http://www.inc.com/profile/atlas-properties,1
124,TAG Employer Services,1396.009%,$19683754,Human Resources,Arizona,Phoenix,43,http://www.inc.com/profile/tag-employer-services,2
125,CJ Environmental,1394.5442%,$4942054,Consumer Products & Services,Massachusetts,Boston,25,http://www.inc.com/profile/cj-environmental,1
126,Triplefin,1383.0439%,$93936000,Business Products & Services,Ohio,Cincinnati,138,http://www.inc.com/profile/triplefin,2
127,Headspring,1366.2932%,$3516567,IT Services,Texas,Austin,28,http://www.inc.com/profile/headspring,1
128,ERT,1354.6176%,$41621629,Government Services,Maryland,Baltimore,350,http://www.inc.com/profile/ert,2
129,adQuadrant,1353.5401%,$7739127,Advertising & Marketing,California,Los Angeles,25,http://www.inc.com/profile/adquadrant,1
130,GlowTouch Technologies,1350.1596%,$6913027,IT Services,Kentucky,"Louisville/Jefferson, KY-IN",800,http://www.inc.com/profile/glowtouch-technologies,1
131,Sensor Technologies,1348.1371%,$182236686,Government Services,New Jersey,New York City,196,http://www.inc.com/profile/sensor-technologies,4
132,Heritage Makers,1342.811%,$8478477,Consumer Products & Services,Utah,"Provo-Orem, UT",35,http://www.inc.com/profile/heritage-makers,1
133,Genesis Today,1314.3405%,$22767926,Food & Beverage,Texas,Austin,66,http://www.inc.com/profile/genesis-today,2
134,Vizio,1313.0042%,$2006254000,Consumer Products & Services,California,Los Angeles,118,http://www.inc.com/profile/vizio,3
135,Clear Align,1305.2702%,$5478699,Government Services,Pennsylvania,Philadelphia,52,http://www.inc.com/profile/clear-align,1
136,Property Solutions International,1295.5937%,$3304696,Real Estate,Utah,"Provo-Orem, UT",34,http://www.inc.com/profile/property-solutions-international,1
137,Glispa,1295.1517%,$30681241,Advertising & Marketing,Minnesota,Minneapolis,15,http://www.inc.com/profile/glispa,1
138,VitalWear,1285.1993%,$7715006,Health,California,San Francisco,28,http://www.inc.com/profile/vitalwear,1
139,XCEND Group,1266.242%,$5257873,IT Services,Michigan,Detroit,22,http://www.inc.com/profile/xcend-group,1
140,U.S. Energy Development,1260.262%,$56352269,Energy,New York,"Buffalo-Niagara Falls, NY",73,http://www.inc.com/profile/us-energy-development,1
141,SingleSource Property Solutions,1253.3626%,$42176748,Real Estate,Pennsylvania,"Pittsburgh, PA",128,http://www.inc.com/profile/singlesource-property-solutions,1
142,Academix Direct,1241.8971%,$7615145,Education,California,San Jose,35,http://www.inc.com/profile/academix-direct,1
143,Zumasys,1234.1047%,$11665598,IT Services,California,Los Angeles,26,http://www.inc.com/profile/zumasys,3
144,Syndero,1222.2257%,$42536000,Retail,California,San Francisco,73,http://www.inc.com/profile/syndero,1
145,Loeffler Randall,1220.7099%,$10287221,Consumer Products & Services,New York,New York City,13,http://www.inc.com/profile/loeffler-randall,1
146,G5 Search Marketing,1208.5271%,$3376000,IT Services,Oregon,"Prineville, OR",34,http://www.inc.com/profile/g5-search-marketing,1
147,Remote Medical International,1206.6392%,$2925918,Health,Washington,Seattle,54,http://www.inc.com/profile/remote-medical-international,1
148,Pallet Central Enterprises,1202.9619%,$12841836,Business Products & Services,Georgia,Atlanta,8,http://www.inc.com/profile/pallet-central-enterprises,1
149,The Glenture Group,1201.3699%,$9500000,IT Services,Illinois,Chicago,80,http://www.inc.com/profile/the-glenture-group,1
150,AB Star Group,1198.748%,$4625595,IT Services,California,San Francisco,40,http://www.inc.com/profile/ab-star-group,1
151,Golden Key Group,1194.9095%,$5566816,Government Services,Virginia,"Washington, DC",72,http://www.inc.com/profile/golden-key-group,1
152,Capital City Technologies,1190.873%,$21934437,Government Services,Georgia,Atlanta,58,http://www.inc.com/profile/capital-city-technologies,2
153,Reuseit,1190.4727%,$6195727,Retail,Illinois,Chicago,9,http://www.inc.com/profile/reuseit,1
154,CPXi,1187.62%,$58599301,Advertising & Marketing,New York,New York City,90,http://www.inc.com/profile/cpxi,2
155,World Pac Paper,1182.372%,$25501660,Business Products & Services,Ohio,Cincinnati,15,http://www.inc.com/profile/world-pac-paper,1
156,College Hunks Hauling Junk and Moving,1179.0661%,$2878193,Consumer Products & Services,Florida,Tampa,75,http://www.inc.com/profile/college-hunks-hauling-junk-and-moving,1
157,Global Wedge,1175.1434%,$14416911,Energy,California,"Riverside-San Bernardino-Ontario, CA",4,http://www.inc.com/profile/global-wedge,1
158,SendOutCards,1173.4295%,$32850405,Consumer Products & Services,Utah,Salt Lake City,71,http://www.inc.com/profile/sendoutcards,1
159,OraMetrix,1170.8614%,$16574142,Health,Texas,Dallas,133,http://www.inc.com/profile/orametrix,2
160,BlueStar Energy Solutions,1169.9549%,$193299832,Energy,Illinois,Chicago,87,http://www.inc.com/profile/bluestar-energy-solutions,2
161,Payscape Advisors,1161.7487%,$2316987,Financial Services,Georgia,Atlanta,80,http://www.inc.com/profile/payscape-advisors,1
162,TowerCo,1155.769%,$33267946,Telecommunications,North Carolina,"Raleigh-Cary, NC",48,http://www.inc.com/profile/towerco,1
163,Campus Habitat,1152.4141%,$5673436,Real Estate,New York,New York City,73,http://www.inc.com/profile/campus-habitat,1
165,Angel Staffing,1138.4654%,$22958573,Health,Texas,"San Antonio, TX",695,http://www.inc.com/profile/angel-staffing,1
166,Mediaspectrum,1133.231%,$14649983,Software,Massachusetts,Boston,80,http://www.inc.com/profile/mediaspectrum,1
167,EVO2,1128.9951%,$2531988,Retail,California,San Francisco,27,http://www.inc.com/profile/evo2,1
168,Smiley Media,1126.3499%,$31354786,Advertising & Marketing,Texas,Austin,24,http://www.inc.com/profile/smiley-media,1
169,The Neat Company,1121.2416%,$29067992,Consumer Products & Services,Pennsylvania,Philadelphia,160,http://www.inc.com/profile/the-neat-company,2
170,Visible Technologies,1120.6108%,$6639000,Software,Washington,Seattle,80,http://www.inc.com/profile/visible-technologies,1
171,Future Ads,1114.713%,$15203117,Advertising & Marketing,California,Los Angeles,36,http://www.inc.com/profile/future-ads,1
172,Florence Electric/Kaydon IT,1113.061%,$32391725,Construction,Massachusetts,"Providence-New Bedford-Fall River, RI-MA",150,http://www.inc.com/profile/florence-electrickaydon-it,1
173,GeBBS Healthcare Solutions,1110.025%,$5354385,Health,California,Los Angeles,750,http://www.inc.com/profile/gebbs-healthcare-solutons,1
174,PriceSpective,1109.7887%,$9452357,Health,Pennsylvania,Philadelphia,42,http://www.inc.com/profile/pricespective,2
175,GlobalTranz,1104.841%,$25386000,Logistics & Transportation,Arizona,Phoenix,70,http://www.inc.com/profile/globaltranz,2
176,MicroTech,1102.8943%,$39008792,Government Services,Virginia,"Washington, DC",283,http://www.inc.com/profile/microtech,2
177,Senior Whole Health,1099.8697%,$207700598,Health,Massachusetts,Boston,184,http://www.inc.com/profile/senior-whole-health,2
178,AtTask,1097.0565%,$15454000,Software,Utah,"Provo-Orem, UT",133,http://www.inc.com/profile/attask,3
179,Troon Construction,1095.9651%,$26671756,Construction,Arizona,Phoenix,11,http://www.inc.com/profile/troon-construction,3
180,GuardianEdge,1073.2589%,$27033000,Security,California,San Francisco,90,http://www.inc.com/profile/guardianedge,2
181,Logik,1067.0968%,$4363378,Business Products & Services,District of Columbia,"Washington, DC",8,http://www.inc.com/profile/logik,1
182,Catapult Consultants,1062.6974%,$4793569,Government Services,Virginia,"Washington, DC",51,http://www.inc.com/profile/catapult-consultants,2
182,Spectraforce Technologies,1005.464%,$12746000,IT Services,North Carolina,"Raleigh-Cary, NC",62,http://www.inc.com/profile/spectraforce-technologies,1
183,The Chip,1059.9688%,$2426794,IT Services,California,Los Angeles,24,http://www.inc.com/profile/the-chip,1
184,Hyper Interactive Media,1057.67%,$41304590,Advertising & Marketing,Utah,Salt Lake City,47,http://www.inc.com/profile/hyper-interactive-media,1
185,Walz Group,1057.0155%,$15801002,Software,California,"Riverside-San Bernardino-Ontario, CA",68,http://www.inc.com/profile/walz-group,2
186,Code Shred,1055.9034%,$2846412,Business Products & Services,New York,New York City,22,http://www.inc.com/profile/code-shred,1
187,cPrime,1053.424%,$3955414,IT Services,California,San Francisco,32,http://www.inc.com/profile/cprime,1
188,Torrey Hills Technologies,1051.7391%,$2649000,Manufacturing,California,San Diego,7,http://www.inc.com/profile/torrey-hills-technologies,1
189,iContact,1049.3848%,$15104480,Advertising & Marketing,North Carolina,"Durham-Chapel Hill, NC",152,http://www.inc.com/profile/icontact,2
190,Nova USA Wood Products,1041.1945%,$25211805,Manufacturing,Oregon,"Portland, OR",16,http://www.inc.com/profile/nova-usa-wood-products,1
191,DMS International,1025.6805%,$10374035,IT Services,Maryland,"Washington, DC",150,http://www.inc.com/profile/dms-international,3
192,Realty ONE Group,1024.2593%,$1143000701,Real Estate,California,Los Angeles,32,http://www.inc.com/profile/realty-one-group,1
193,Milestone Metals,1024.0719%,$36185000,Manufacturing,Virginia,"Washington, DC",15,http://www.inc.com/profile/milestone-metals,2
194,Ignify,1022.9742%,$8817223,IT Services,California,Los Angeles,220,http://www.inc.com/profile/ignify,1
195,Generational Equity,1022.7117%,$40916353,Business Products & Services,Texas,Dallas,232,http://www.inc.com/profile/generational-equity,1
196,See Kai Run,1021.1417%,$4507651,Consumer Products & Services,Washington,Seattle,10,http://www.inc.com/profile/see-kai-run,1
197,Monoprice,1016.1297%,$39700732,Consumer Products & Services,California,"Riverside-San Bernardino-Ontario, CA",68,http://www.inc.com/profile/monoprice,2
198,Stream Energy,1014.3345%,$825640559,Energy,Texas,Dallas,313,http://www.inc.com/profile/stream-energy,1
199,eMason,1009.8077%,$3789494,Software,Florida,Tampa,27,http://www.inc.com/profile/emason,1
200,JSymmetric,1008.6957%,$2295000,IT Services,Georgia,Atlanta,20,http://www.inc.com/profile/jsymmetric,1
201,TechCFO,1006.581%,$4129849,Financial Services,Georgia,Atlanta,23,http://www.inc.com/profile/techcfo,1
202,Kimball Concepts,1004.5611%,$7643077,Consumer Products & Services,Arizona,Phoenix,8,http://www.inc.com/profile/kimball-concepts,1
203,U.S. Gas & Electric,1003.6879%,$105850525,Energy,Florida,Miami,84,http://www.inc.com/profile/us-gas-electric,1
204,The Groop,999.9279%,$4228387,Advertising & Marketing,California,Los Angeles,15,http://www.inc.com/profile/the-groop,1
205,Alteris Renewables,998.9889%,$35646245,Energy,Connecticut,"Bridgeport-Stamford-Norwalk, CT",103,http://www.inc.com/profile/alteris-renewables,1
206,Snack Factory,997.427%,$55546508,Food & Beverage,New Jersey,"Trenton-Ewing, NJ",16,http://www.inc.com/profile/snack-factory,3
207,Ingenious,995.2737%,$4698264,Software,Texas,Houston,60,http://www.inc.com/profile/ingenious,1
208,Interbank FX,987.8836%,$62759623,Financial Services,Utah,Salt Lake City,170,http://www.inc.com/profile/interbank-fx,2
209,Environmental Design & Construction,967.3029%,$33136991,Construction,District of Columbia,"Washington, DC",35,http://www.inc.com/profile/environmental-design-construction,1
210,FriendFinder Networks,966.4207%,$331017000,Media,Florida,Miami,427,http://www.inc.com/profile/friendfinder-networks,1
211,ACI Estate,964.0116%,$13382765,Insurance,Pennsylvania,Philadelphia,325,http://www.inc.com/profile/aci-estate,2
212,Quantum Retail,963.4318%,$4461841,Software,Minnesota,Minneapolis,29,http://www.inc.com/profile/quantum-retail,1
213,EGB Systems & Solutions,961.5204%,$2141766,IT Services,Connecticut,"Bridgeport-Stamford-Norwalk, CT",16,http://www.inc.com/profile/egb-systems-solutions,1
214,Texas Physical Therapy Specialists,957.8823%,$3604755,Health,Texas,"San Antonio, TX",75,http://www.inc.com/profile/texas-physical-therapy-specialists,1
215,MBS Dev,954.9701%,$10163054,IT Services,Colorado,Denver,30,http://www.inc.com/profile/mbs-dev,1
216,Lurn,950.7901%,$2519017,Education,Maryland,"Washington, DC",11,http://www.inc.com/profile/lurn,1
217,BrightStar Care,944.5014%,$24413433,Health,Illinois,Chicago,39,http://www.inc.com/profile/brightstar-care,3
218,Sand Creek Post,943.0046%,$3378438,Consumer Products & Services,Nebraska,n/a,23,http://www.inc.com/profile/sand-creek-post,1
219,Total Attorneys,938.2483%,$23916943,Business Products & Services,Illinois,Chicago,178,http://www.inc.com/profile/total-attorneys,1
220,Demandforce,936.1772%,$2537401,Software,California,San Francisco,28,http://www.inc.com/profile/demandforce,1
221,Cities2Night.com,935.4013%,$3260458,Media,Pennsylvania,Philadelphia,26,http://www.inc.com/profile/cities2nightcom,1
222,Knowland Group,933.6406%,$3669972,Software,Delaware,"Seaford, DE",25,http://www.inc.com/profile/knowland-group,1
223,Audigy Group,933.0013%,$6148021,Health,Washington,"Portland, OR",38,http://www.inc.com/profile/audigy-group,1
