Rank,Company,Growth,Revenue,Industry,State,Metro,Employees,URL,YrsOnList
516,MobileOne,882.1539%,$7441692,Retail,California,San Diego,150,http://www.inc.com/profile/mobileone,1
517,Loyal Logistics,882.0658%,$3043854,Logistics & Transportation,California,Los Angeles,7,http://www.inc.com/profile/loyal-logistics,1
518,Signature Consulting Group,881.5854%,$9599964,IT Services,Maryland,Baltimore,40,http://www.inc.com/profile/signature-consulting-group,1
519,BookPal,881.4192%,$4420636,Consumer Products & Services,California,Los Angeles,9,http://www.inc.com/profile/bookpal,2
520,Mindgrub Technologies,871.882%,$3045198,Software,Maryland,Baltimore,45,http://www.inc.com/profile/mindgrub-technologies,1
521,Happy Family Brands,870.087%,$62511278,Consumer Products & Services,New York,New York City,51,http://www.inc.com/profile/happy-family-brands,3
522,Rockhedge Herb Farms,869.9042%,$5050970,Food & Beverage,New York,"Poughkeepsie-Newburgh-Middletown, NY",56,http://www.inc.com/profile/rockhedge-herb-farms,1
523,Network Solutions Provider,867.2296%,$7916610,Telecommunications,California,Los Angeles,27,http://www.inc.com/profile/network-solutions-provider,3
524,Hernandez Consulting,866.9584%,$16751984,Government Services,Louisiana,"New Orleans-Metairie-Kenner, LA",35,http://www.inc.com/profile/hernandez-consulting,2
525,Flip Flop Shops,864.3695%,$21900832,Retail,Georgia,Atlanta,10,http://www.inc.com/profile/flip-flop-shops,4
526,Surface Magazine,862.716%,$3899000,Media,New York,New York City,14,http://www.inc.com/profile/surface-magazine,1
527,MojoTech,862.2015%,$2342951,Software,Rhode Island,"Providence-New Bedford-Fall River, RI-MA",25,http://www.inc.com/profile/mojotech,1
528,Vitals,860.0712%,$9772421,Health,New Jersey,New York City,102,http://www.inc.com/profile/vitals,4
529,AirRattle,857.2072%,$4250000,Retail,Ohio,"Mount Vernon, OH",8,http://www.inc.com/profile/airrattle,1
530,Stress Free Property Management,856.6971%,$2908761,Real Estate,Florida,Tampa,18,http://www.inc.com/profile/stress-free-property-management,1
531,Tech-Flo Consulting,855.6606%,$6795492,Energy,Texas,Houston,13,http://www.inc.com/profile/tech-flo-consulting,1
532,Express Chem,854.4696%,$2050067,Environmental Services,Missouri,"St. Louis, MO-IL",12,http://www.inc.com/profile/express-chem,1
533,Integrity Engineering & Design Solutions,853.6773%,$4544892,Engineering,Arizona,Phoenix,40,http://www.inc.com/profile/integrity-engineering-design-solutions,2
534,GoldMax,853.0219%,$267904000,Retail,Georgia,Atlanta,527,http://www.inc.com/profile/goldmax,1
535,Media Vision USA,852.8318%,$6360343,Business Products & Services,California,San Francisco,12,http://www.inc.com/profile/media-vision-usa,1
536,Incuboom,850.7187%,$4630000,Retail,Colorado,Denver,37,http://www.inc.com/profile/incuboom,1
537,Stratosphere Quality,847.1824%,$73170576,Manufacturing,Indiana,"Indianapolis, IN",1504,http://www.inc.com/profile/stratosphere-quality,1
538,Four Foods Group,846.8809%,$22756502,Food & Beverage,Utah,"Provo-Orem, UT",657,http://www.inc.com/profile/four-foods-group,2
539,Sunwarrior,846.8724%,$10498504,Health,Nevada,"Las Vegas-Paradise, NV",28,http://www.inc.com/profile/sunwarrior,2
540,Cloud9 Real Time,842.0373%,$3440066,IT Services,California,San Diego,28,http://www.inc.com/profile/cloud9-real-time,1
541,OSB,841.9816%,$8956493,Human Resources,New Jersey,New York City,40,http://www.inc.com/profile/osb,2
542,Cadence Research & Consulting,838.7031%,$4875746,Health,California,"Oxnard-Thousand Oaks-Ventura, CA",10,http://www.inc.com/profile/cadence-research-consulting,2
543,Precious Metal Refining Services,836.0947%,$122151000,Business Products & Services,Illinois,Chicago,27,http://www.inc.com/profile/precious-metal-refining-services,2
544,Fairplay Financial,834.4415%,$22380921,Real Estate,Washington,Seattle,14,http://www.inc.com/profile/fairplay-financial,3
545,Axiom EPM,833.8922%,$15081220,Software,Oregon,"Augusta-Richmond, GA-SC",78,http://www.inc.com/profile/axiom-epm,1
546,Propel Fuels,833.6948%,$21939345,Energy,California,San Francisco,32,http://www.inc.com/profile/propel-fuels,2
547,Transportation Impact,833.2%,$4400906,Logistics & Transportation,North Carolina,"Morehead City, NC",12,http://www.inc.com/profile/transportation-impact,1
548,Prosper Marketplace,829.6839%,$6807527,Financial Services,California,San Francisco,84,http://www.inc.com/profile/prosper-marketplace,1
549,Xchange Software,827.4028%,$2689060,IT Services,New Jersey,New York City,60,http://www.inc.com/profile/xchange-software,1
550,Smiles Dental,825.3505%,$7921000,Health,Washington,"Longview, WA",80,http://www.inc.com/profile/smiles-dental,1
551,Securityhunter,820.2797%,$21760537,Government Services,Maryland,Baltimore,20,http://www.inc.com/profile/securityhunter,2
552,Bizo,818.9663%,$22103529,Advertising & Marketing,California,San Francisco,117,http://www.inc.com/profile/bizo,2
553,Scepter Technologies,818.8259%,$7527941,IT Services,Maryland,Baltimore,90,http://www.inc.com/profile/scepter-technologies,1
554,Red Spot Interactive,818.2321%,$3190829,Advertising & Marketing,Florida,"Port St. Lucie, FL",50,http://www.inc.com/profile/red-spot-interactive,1
555,Synapse,818.2133%,$63077886,Engineering,Washington,Seattle,190,http://www.inc.com/profile/synapse,1
556,Fluet Huber + Hoang,811.9356%,$4031786,Business Products & Services,Virginia,"Washington, DC",25,http://www.inc.com/profile/fluet-huber-hoang,1
557,Medical Staffing Solutions USA,806.1883%,$5581241,Health,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",100,http://www.inc.com/profile/medical-staffing-solutions-usa,1
558,Cariloha,805.2204%,$12720093,Retail,Utah,Salt Lake City,258,http://www.inc.com/profile/cariloha,2
559,GreenGeeks,803.4626%,$2440126,IT Services,California,Los Angeles,28,http://www.inc.com/profile/greengeeks,1
560,Digital Video Networks,802.7389%,$4851328,Business Products & Services,Arizona,Phoenix,18,http://www.inc.com/profile/digital-video-networks,2
561,Left Brain DGA,800.8892%,$4306863,Advertising & Marketing,California,San Francisco,17,http://www.inc.com/profile/left-brain-dga,1
562,Loan Resolution,799.3196%,$21255303,Financial Services,Arizona,Phoenix,215,http://www.inc.com/profile/loan-resolution,2
563,Vision X Lighting,798.938%,$36944490,Manufacturing,Washington,Seattle,21,http://www.inc.com/profile/vision-x-lighting,2
564,Fast Fusion,798.3924%,$12787151,Manufacturing,Colorado,"Grand Junction, CO",1,http://www.inc.com/profile/fast-fusion,3
565,TechShop,797.5035%,$6471000,Manufacturing,California,San Jose,120,http://www.inc.com/profile/techshop,1
566,The Ironside Group,796.2063%,$13753200,IT Services,Massachusetts,Boston,58,http://www.inc.com/profile/the-ironside-group,1
567,SpringAhead,795.5347%,$3675785,Software,California,San Francisco,25,http://www.inc.com/profile/springahead,2
568,LocalResponse,794.2478%,$3892473,Advertising & Marketing,New York,New York City,25,http://www.inc.com/profile/localresponse,1
569,Shore Construction,791.0564%,$26402000,Construction,Louisiana,"Morgan City, LA",335,http://www.inc.com/profile/shore-construction,1
570,ActivEngage,790.9091%,$6370000,Software,Florida,"Orlando, FL",116,http://www.inc.com/profile/activengage,2
571,Internet Marketing,790.6436%,$13740822,Advertising & Marketing,California,San Diego,60,http://www.inc.com/profile/internet-marketing,2
572,Avaap,789.5711%,$8888123,IT Services,New Jersey,New York City,75,http://www.inc.com/profile/avaap,3
573,Cradle Solution,788.9744%,$3084421,Software,Texas,Houston,19,http://www.inc.com/profile/cradle-solution,1
574,Trueffect,788.274%,$15922000,Advertising & Marketing,Colorado,"Denver-Aurora, CO",56,http://www.inc.com/profile/trueffect,1
575,Novasyte,787.6321%,$5709010,Health,California,San Diego,104,http://www.inc.com/profile/novasyte,1
576,Mishle Home Care,785.7742%,$2681026,Health,Illinois,Chicago,80,http://www.inc.com/profile/mishle-home-care,1
577,E4E Solutions,784.4111%,$6158703,Energy,Georgia,Atlanta,20,http://www.inc.com/profile/e4e-solutions,2
578,Conversa Solutions,784.0099%,$2124709,Telecommunications,Michigan,Detroit,52,http://www.inc.com/profile/conversa-solutions,1
579,Rocket Lawyer,783.7011%,$28031000,Business Products & Services,California,San Francisco,188,http://www.inc.com/profile/rocket-lawyer,2
580,Success Support System,780.7447%,$2570568,Financial Services,Oklahoma,"Tulsa, OK",9,http://www.inc.com/profile/success-support-system,1
581,CTE Logistics,780.1765%,$2707555,Logistics & Transportation,Washington,Seattle,9,http://www.inc.com/profile/cte-logistics,1
582,Arvixe,779.4841%,$7987589,IT Services,California,San Francisco,85,http://www.inc.com/profile/arvixe,3
583,Heirloom Restaurant Group,777.0492%,$5615167,Food & Beverage,Utah,"Provo-Orem, UT",95,http://www.inc.com/profile/heirloom-restaurant-group,2
584,Blue Global,776.3917%,$38245311,Advertising & Marketing,Arizona,Phoenix,32,http://www.inc.com/profile/blue-global,3
585,WideNet Consulting Group,775.6138%,$10712425,IT Services,Washington,Seattle,95,http://www.inc.com/profile/widenet-consulting-group,1
586,Prodege,774.2477%,$35456568,Advertising & Marketing,California,Los Angeles,65,http://www.inc.com/profile/prodege,3
587,Advanced Enterprises of NW FL,773.3586%,$62295999,Advertising & Marketing,Florida,"Fort Walton Beach-Crestview-Destin, FL",346,http://www.inc.com/profile/advanced-enterprises-of-nw-fl,3
588,ADA Collection,771.8283%,$2000070,Consumer Products & Services,California,"Sacramento--Arden-Arcade--Roseville, CA",14,http://www.inc.com/profile/ada-collection,1
589,ShedsForLessDirect.com,771.7344%,$3075078,Retail,Missouri,"St. Louis, MO-IL",2,http://www.inc.com/profile/shedsforlessdirectcom,1
590,Alligator Performance,771.5502%,$15666202,Retail,Idaho,"Coeur d'Alene, ID",26,http://www.inc.com/profile/alligator-performance,3
591,"Fluent (Boston, MA)",770.6876%,$5846293,Advertising & Marketing,Massachusetts,Boston,39,http://www.inc.com/profile/fluent-boston-ma,1
592,Shear Enterprises,770.536%,$40562687,Retail,Florida,Tampa,19,http://www.inc.com/profile/shear-enterprises,1
593,EndoChoice,769.5513%,$33061141,Health,Georgia,Atlanta,228,http://www.inc.com/profile/endochoice,4
594,RealSelf,769.2081%,$4606803,Health,Washington,Seattle,28,http://www.inc.com/profile/realself,2
595,Tenon Tours,769.1426%,$4785734,Travel & Hospitality,Massachusetts,Boston,16,http://www.inc.com/profile/tenon-tours,2
596,Subzero Engineering,768.3661%,$8142157,Manufacturing,Utah,Salt Lake City,55,http://www.inc.com/profile/subzero-engineering,1
597,Ads Direct Media,767.7195%,$45177182,Advertising & Marketing,Florida,Miami,20,http://www.inc.com/profile/ads-direct-media,1
598,Power Grid Engineering,767.7136%,$11556487,Engineering,Florida,"Orlando, FL",78,http://www.inc.com/profile/power-grid-engineering,1
599,Rally Point Management,766.0815%,$17286856,Government Services,Florida,"Fort Walton Beach-Crestview-Destin, FL",122,http://www.inc.com/profile/rally-point-management,3
600,EagleView Technologies,764.8798%,$48541744,Software,Washington,Seattle,165,http://www.inc.com/profile/eagleview-technologies,2
601,Drupal Connect,763.8421%,$3674145,IT Services,Rhode Island,"Providence-New Bedford-Fall River, RI-MA",20,http://www.inc.com/profile/drupal-connect,2
602,The Rocket Company,761.7198%,$2017312,Education,Georgia,Atlanta,8,http://www.inc.com/profile/the-rocket-company,1
603,ONTRAPORT,761.0069%,$4748427,Software,California,"Santa Barbara-Santa Maria-Goleta, CA",42,http://www.inc.com/profile/ontraport,2
604,Zambezi,760.8227%,$13100000,Advertising & Marketing,California,Los Angeles,61,http://www.inc.com/profile/zambezi,3
605,J.Hilburn,758.1942%,$27754000,Retail,Texas,Dallas,70,http://www.inc.com/profile/jhilburn,2
606,Visual Logic Group,757.5795%,$4482851,Software,Iowa,"Waterloo-Cedar Falls, IA",13,http://www.inc.com/profile/visual-logic-group,2
607,Protege,756.7871%,$2198430,IT Services,Virginia,"Washington, DC",40,http://www.inc.com/profile/protege,1
608,SunDurance Energy,755.0417%,$56349388,Energy,New Jersey,New York City,35,http://www.inc.com/profile/sundurance-energy,3
609,SmartWatt Energy,754.3912%,$38795000,Energy,New York,"Albany-Schenectady-Troy, NY",173,http://www.inc.com/profile/smartwatt-energy,2
610,Complete Nutrition,752.9851%,$92997738,Health,Nebraska,"Omaha-Council Bluffs, NE-IA",86,http://www.inc.com/profile/complete-nutrition,4
611,WeddingWire,750.1927%,$19693166,Consumer Products & Services,Maryland,"Washington, DC",237,http://www.inc.com/profile/weddingwire,2
612,Facility Gateway,748.7803%,$22481840,Environmental Services,Wisconsin,"Madison, WI",52,http://www.inc.com/profile/facility-gateway,2
613,ScribeAmerica,748.4887%,$32125004,Health,Florida,Miami,1600,http://www.inc.com/profile/scribeamerica,3
614,Skava,748.2098%,$10187000,Software,California,San Francisco,200,http://www.inc.com/profile/skava,1
615,Elemental Technologies,747.112%,$21125000,Software,Oregon,"Portland, OR",98,http://www.inc.com/profile/elemental-technologies,2
616,Armando Montelongo Companies,746.9099%,$68721045,Education,Texas,"San Antonio, TX",221,http://www.inc.com/profile/armando-montelongo-companies,3
617,True Source IT,743.8556%,$7927433,IT Services,Minnesota,Minneapolis,48,http://www.inc.com/profile/true-source-it,1
618,"Tucker, Albin & Associates",743.7863%,$5297451,Financial Services,Texas,Dallas,71,http://www.inc.com/profile/tucker-albin-associates,1
619,American Eagle Protective Services,743.5077%,$28903136,Security,Texas,Austin,633,http://www.inc.com/profile/american-eagle-protective-services,2
620,Technossus,741.4229%,$4657444,Software,California,Los Angeles,13,http://www.inc.com/profile/technossus,1
621,Kendra Scott,740.2749%,$11602692,Retail,Texas,Austin,82,http://www.inc.com/profile/kendra-scott,1
622,Wastren Advantage,737.5279%,$68764890,Environmental Services,Ohio,"Athens-Clarke, GA",275,http://www.inc.com/profile/wastren-advantage,3
623,Indigo BioAutomation,737.1456%,$4924442,Health,Indiana,"Indianapolis, IN",38,http://www.inc.com/profile/indigo-bioautomation,1
624,Rich Dealers,734.3518%,$5706783,Advertising & Marketing,Florida,"Orlando, FL",30,http://www.inc.com/profile/rich-dealers,2
625,Infotech Spectrum,733.3485%,$16118468,IT Services,California,San Jose,22,http://www.inc.com/profile/infotech-spectrum,1
626,Employvision,733.3333%,$2075000,Human Resources,New Jersey,New York City,26,http://www.inc.com/profile/employvision,1
627,Blue Oak Energy,732.006%,$19286098,Energy,California,"Vallejo-Fairfield, CA",42,http://www.inc.com/profile/blue-oak-energy,2
628,Plum Creek Environmental Technologies,731.8526%,$2089281,Environmental Services,Mississippi,"Columbus, MS",4,http://www.inc.com/profile/plum-creek-environmental-technologies,1
629,Justin's Nut Butter,731.5662%,$19632055,Food & Beverage,Colorado,"Boulder, CO",12,http://www.inc.com/profile/justins-nut-butter,2
630,Secure IT Asset Disposition Services,729.7297%,$3070000,Security,Ohio,Cleveland,9,http://www.inc.com/profile/secure-it-asset-disposition-services,1
631,ShoeZoo.com,729.1403%,$8546687,Retail,California,Los Angeles,22,http://www.inc.com/profile/shoezoocom,2
632,Armadale Capital,727.4687%,$3599489,Health,New York,New York City,2,http://www.inc.com/profile/armadale-capital,1
633,Maga Design Group,726.43%,$4166364,Business Products & Services,District of Columbia,"Washington, DC",23,http://www.inc.com/profile/maga-design-group,5
634,Coretek Services,725.3072%,$20552477,IT Services,Michigan,Detroit,85,http://www.inc.com/profile/coretek-services,1
635,Kyzen Consulting Services,724.6784%,$2043215,Government Services,Florida,Miami,7,http://www.inc.com/profile/kyzen-consulting-services,1
636,Drivers History,724.677%,$5096215,Insurance,New Jersey,Philadelphia,30,http://www.inc.com/profile/drivers-history,2
637,JobFinders Employment Services Co.,722.8065%,$4228880,Human Resources,Missouri,"Columbia, MO",150,http://www.inc.com/profile/jobfinders-employment-services-co,1
638,Dream Finders Homes,722.603%,$55866358,Real Estate,Florida,"Jacksonville, FL",35,http://www.inc.com/profile/dream-finders-homes,3
639,Desert Care Landscape Resources,722.4047%,$2140152,Environmental Services,Arizona,Phoenix,49,http://www.inc.com/profile/desert-care-landscape-resources,1
640,Citadel Insurance Services,722.0125%,$4833910,Insurance,Utah,"Provo-Orem, UT",25,http://www.inc.com/profile/citadel-insurance-services,2
641,Maven Wave Partners,718.8619%,$12001010,IT Services,Illinois,Chicago,91,http://www.inc.com/profile/maven-wave-partners,1
642,FastSpring,715.4399%,$95393173,Software,California,"Santa Barbara-Santa Maria-Goleta, CA",20,http://www.inc.com/profile/fastspring,4
643,3d Lacrosse,714.4889%,$3717816,Consumer Products & Services,Colorado,"Denver-Aurora, CO",25,http://www.inc.com/profile/3d-lacrosse,1
644,GlobalVise,713.1063%,$2758764,IT Services,Florida,Tampa,20,http://www.inc.com/profile/globalvise,1
645,Pacific Global,712.9271%,$8535735,Health,Delaware,Philadelphia,650,http://www.inc.com/profile/pacific-global,2
646,Xcution,711.9886%,$2453107,Business Products & Services,Texas,Houston,28,http://www.inc.com/profile/xcution,1
647,Autoshop Solutions,709.23%,$2228312,Advertising & Marketing,North Carolina,"Raleigh-Cary, NC",23,http://www.inc.com/profile/autoshop-solutions,1
648,R3 Strategic Support Group,709.1615%,$4291202,Government Services,California,San Diego,26,http://www.inc.com/profile/r3-strategic-support-group,1
649,Emergn Limited,709.0264%,$8910050,IT Services,Massachusetts,Boston,45,http://www.inc.com/profile/emergn-limited,1
650,Substantial,707.1145%,$6366495,Software,Washington,Seattle,47,http://www.inc.com/profile/substantial,2
651,Six Dimensions,706.1298%,$6707000,IT Services,California,San Francisco,64,http://www.inc.com/profile/six-dimensions,2
652,Brillient,705.959%,$6554953,IT Services,Virginia,"Washington, DC",74,http://www.inc.com/profile/brillient,2
653,Moguldom Media Group,703.0126%,$10005690,Media,Florida,Miami,84,http://www.inc.com/profile/moguldom-media-group,1
654,ApTask,702.5833%,$9140075,IT Services,New Jersey,New York City,81,http://www.inc.com/profile/aptask,1
655,Realgy,701.8311%,$23542588,Energy,Connecticut,"Hartford-West Hartford-East Hartford, CT",21,http://www.inc.com/profile/realgy,3
656,ForwardThink Group,700.6704%,$21722436,Financial Services,New York,New York City,70,http://www.inc.com/profile/forwardthink-group,1
657,Indique Hair,699.1438%,$5715197,Retail,Massachusetts,Boston,33,http://www.inc.com/profile/indique-hair,2
658,Strategic Mobility Group,698.5303%,$10058671,IT Services,Illinois,Chicago,16,http://www.inc.com/profile/strategic-mobility-group,1
659,Nationwide Appraisal Network,698.16%,$9816650,Real Estate,Florida,Tampa,29,http://www.inc.com/profile/nationwide-appraisal-network,1
660,OnDeck,697.6594%,$36696559,Financial Services,New York,New York City,204,http://www.inc.com/profile/ondeck,2
661,Quality In Real Time,693.6882%,$2922225,Health,New York,New York City,121,http://www.inc.com/profile/quality-in-real-time,1
662,Darton Group Consulting,693.5439%,$3791791,Business Products & Services,North Carolina,Charlotte,25,http://www.inc.com/profile/darton-group-consulting,1
663,Marin Software,691.2581%,$59558000,Software,California,San Francisco,424,http://www.inc.com/profile/marin-software,2
664,Kore1,691.1559%,$4553134,Human Resources,California,Los Angeles,47,http://www.inc.com/profile/kore1,1
665,World Web Partners,690.3412%,$16447000,Advertising & Marketing,Florida,Miami,22,http://www.inc.com/profile/world-web-partners,1
666,HubSpot,690.0378%,$52261000,Software,Massachusetts,Boston,429,http://www.inc.com/profile/hubspot,3
667,ICT Holdings,686.607%,$20513514,Logistics & Transportation,Illinois,Chicago,34,http://www.inc.com/profile/ict-holdings,1
668,Rapid Global Business Solutions,685.4915%,$63452000,Human Resources,Michigan,Detroit,718,http://www.inc.com/profile/rapid-global-business-solutions,4
669,Touchstorm,684.4421%,$6702681,Media,New York,New York City,46,http://www.inc.com/profile/touchstorm,2
670,MBL Technologies,682.9112%,$11264832,IT Services,Maryland,"Washington, DC",32,http://www.inc.com/profile/mbl-technologies,2
671,Murphy Turner Associates,679.6178%,$9009887,Advertising & Marketing,Texas,Austin,30,http://www.inc.com/profile/murphy-turner-associates,2
672,VinSolutions,679.0754%,$57292000,Software,Kansas,"Kansas City, MO-KS",429,http://www.inc.com/profile/vinsolutions,4
673,Climber.com,677.2073%,$3467596,Human Resources,California,San Diego,40,http://www.inc.com/profile/climbercom,2
674,Abridge Info Systems,676.9432%,$3542861,IT Services,Massachusetts,Boston,37,http://www.inc.com/profile/abridge-info-systems,1
675,Slingshot SEO,676.2005%,$10338385,Advertising & Marketing,Indiana,"Indianapolis, IN",81,http://www.inc.com/profile/slingshot-seo,3
676,Troy Granite,675.2396%,$7136104,Construction,Delaware,Philadelphia,54,http://www.inc.com/profile/troy-granite,1
677,Midtown Consulting Group,675.1791%,$18782806,Business Products & Services,Georgia,Atlanta,68,http://www.inc.com/profile/midtown-consulting-group,1
678,EBW Electronics,674.5954%,$26628653,Manufacturing,Michigan,"Holland-Grand Haven, MI",106,http://www.inc.com/profile/ebw-electronics,1
679,Latitude Beverage Company,673.1822%,$10970219,Food & Beverage,Massachusetts,Boston,18,http://www.inc.com/profile/latitude-beverage-company,2
680,Suzanne Evans Coaching,672.7856%,$4258953,Business Products & Services,South Carolina,"Georgetown, SC",8,http://www.inc.com/profile/suzanne-evans-coaching,2
681,21c Museum Hotels,672.7038%,$4610492,Travel & Hospitality,Kentucky,"Louisville/Jefferson County, KY-IN",331,http://www.inc.com/profile/21c-museum-hotels,1
682,Infosmart Systems,670.7589%,$6429224,IT Services,Texas,Dallas,100,http://www.inc.com/profile/infosmart-systems,2
683,MPactWealth,669.6787%,$3235075,Education,California,San Francisco,30,http://www.inc.com/profile/mpactwealth,2
684,buyCalls,667.667%,$4220541,Advertising & Marketing,North Carolina,"Southern Pines-Pinehurst, NC",6,http://www.inc.com/profile/buycalls,1
685,ColdLight,667.5651%,$3057726,Software,Pennsylvania,Philadelphia,18,http://www.inc.com/profile/coldlight,1
686,Application Development Resources,665.2055%,$49539152,IT Services,Georgia,Atlanta,200,http://www.inc.com/profile/application-development-resources,3
687,LTL Freight Source,664.7036%,$32823448,Logistics & Transportation,Wisconsin,"Milwaukee-Waukesha-West Allis, WI",17,http://www.inc.com/profile/ltl-freight-source,1
688,Customers Bank,663.844%,$103012000,Financial Services,Pennsylvania,Philadelphia,256,http://www.inc.com/profile/customers-bank,1
689,LCS Technologies,663.7714%,$13366000,IT Services,California,"Sacramento--Arden-Arcade--Roseville, CA",12,http://www.inc.com/profile/lcs-technologies,3
690,Interticket USA,662.5899%,$2120000,Advertising & Marketing,California,Los Angeles,8,http://www.inc.com/profile/interticket-usa,1
691,ymarketing,662.3871%,$39667000,Advertising & Marketing,California,Los Angeles,37,http://www.inc.com/profile/ymarketing,3
692,Pluralsight,662.2406%,$12086491,Education,Utah,"Ogden-Clearfield, UT",18,http://www.inc.com/profile/pluralsight,1
693,Code42,660.5539%,$26310167,Software,Minnesota,Minneapolis,172,http://www.inc.com/profile/code42,3
694,Blue Corona,659.5073%,$2971466,Advertising & Marketing,Maryland,"Washington, DC",21,http://www.inc.com/profile/blue-corona,2
695,Underground Elephant,659.2226%,$24406866,Advertising & Marketing,California,San Diego,65,http://www.inc.com/profile/underground-elephant,1
696,"Farmer, Lumpe, & McClelland Advertising Agency",657.8666%,$7887686,Advertising & Marketing,Ohio,"Columbus, OH",37,http://www.inc.com/profile/farmer-lumpe-mcclelland-advertising-agency,2
697,Zivelo,656.5561%,$5104567,Computer Hardware,Arizona,Phoenix,31,http://www.inc.com/profile/zivelo,1
698,Edge Solutions,655.3191%,$24850000,IT Services,Georgia,Atlanta,25,http://www.inc.com/profile/edge-solutions,2
699,TigerFitness.com,654.9637%,$3118000,Retail,Ohio,Cincinnati,13,http://www.inc.com/profile/tigerfitnesscom,2
700,Equity Loans,654.8068%,$23055341,Financial Services,Georgia,Atlanta,201,http://www.inc.com/profile/equity-loans,1
701,Thrillist Media Group,651.5433%,$52540389,Media,New York,New York City,220,http://www.inc.com/profile/thrillist-media-group,4
702,Robert Paul Properties,651.4729%,$8522432,Real Estate,Massachusetts,"Barnstable Town, MA",58,http://www.inc.com/profile/robert-paul-properties,1
703,oDesk,649.2878%,$44616800,Human Resources,California,San Francisco,105,http://www.inc.com/profile/odesk,5
704,Noah Consulting,649.237%,$14730000,Business Products & Services,Texas,Houston,49,http://www.inc.com/profile/noah-consulting,1
705,Quality Management Solutions,648.6937%,$9258998,IT Services,Massachusetts,Boston,50,http://www.inc.com/profile/quality-management-solutions,2
706,Trim Nutrition,648.3665%,$3446572,Health,Florida,Tampa,12,http://www.inc.com/profile/trim-nutrition,1
707,HubShout,647.867%,$2525001,Advertising & Marketing,Virginia,"Washington, DC",25,http://www.inc.com/profile/hubshout,1
708,Smule,645.2055%,$10880000,Software,California,San Francisco,67,http://www.inc.com/profile/smule,1
709,Driven Local,645.0617%,$7472969,Advertising & Marketing,New York,New York City,28,http://www.inc.com/profile/driven-local,2
710,Citizen,644.6909%,$12259347,Advertising & Marketing,Oregon,"Portland, OR",32,http://www.inc.com/profile/citizen,1
711,Consumer United,644.431%,$10151061,Insurance,Massachusetts,Boston,186,http://www.inc.com/profile/consumer-united,2
712,ALKU,644.0201%,$28698970,Human Resources,Massachusetts,Boston,35,http://www.inc.com/profile/alku,2
713,JobTopia,642.5979%,$2582592,Human Resources,Georgia,Atlanta,12,http://www.inc.com/profile/jobtopia,1
714,The Classy Home,642.5405%,$2816976,Consumer Products & Services,New York,New York City,18,http://www.inc.com/profile/the-classy-home,1
715,Desert Jet,642.1887%,$5845968,Logistics & Transportation,California,"El Centro, CA",12,http://www.inc.com/profile/desert-jet,3
716,Sovereign Systems,641.707%,$48359553,IT Services,Georgia,Atlanta,22,http://www.inc.com/profile/sovereign-systems,2
717,Merchant Industry,641.5855%,$22374910,Financial Services,New York,New York City,102,http://www.inc.com/profile/merchant-industry,1
718,VetsAmerica Business Consulting,640.8238%,$22451614,IT Services,Virginia,"Washington, DC",51,http://www.inc.com/profile/vetsamerica-business-consulting,2
719,Synowledge,640.7735%,$9212422,Health,Connecticut,"Bridgeport-Stamford-Norwalk, CT",300,http://www.inc.com/profile/synowledge,1
720,Kareo,640.523%,$19497244,Software,California,Los Angeles,164,http://www.inc.com/profile/kareo,2
721,Netmark,640.0138%,$4829796,Advertising & Marketing,Idaho,"Idaho Falls, ID",64,http://www.inc.com/profile/netmark,1
722,Ruoff Home Mortgage,639.8063%,$15157891,Financial Services,Indiana,"Fort Wayne, IN",154,http://www.inc.com/profile/ruoff-home-mortgage,1
723,Need Supply Co.,639.6985%,$3948030,Retail,Virginia,"Richmond, VA",31,http://www.inc.com/profile/need-supply-co,1
724,Clearview Energy,638.6864%,$38710039,Energy,Texas,Dallas,28,http://www.inc.com/profile/clearview-energy,2
725,Mission Critical Partners,638.0611%,$9897400,Business Products & Services,Pennsylvania,"State College, PA",55,http://www.inc.com/profile/mission-critical-partners,1
726,Bill Austin & Associates,632.9159%,$2203277,Business Products & Services,Indiana,"Columbus, IN",30,http://www.inc.com/profile/bill-austin-associates,1
727,360 Cloud Solutions,630.9146%,$2214686,Software,Arizona,Phoenix,25,http://www.inc.com/profile/360-cloud-solutions,1
728,Vector Media Group,630.4892%,$2118667,Advertising & Marketing,New York,New York City,12,http://www.inc.com/profile/vector-media-group,1
729,Utopia,630.3602%,$32973617,IT Services,Illinois,Chicago,375,http://www.inc.com/profile/utopia,5
730,BridgePhase,628.971%,$2884480,IT Services,Virginia,"Washington, DC",18,http://www.inc.com/profile/bridgephase,1
731,SMS Masterminds,628.7278%,$2371018,Software,California,"San Luis Obispo-Paso Robles, CA",8,http://www.inc.com/profile/sms-masterminds,1
732,Tri-State Industrial Group,628.0144%,$50054633,Construction,Oklahoma,"Oklahoma City, OK",202,http://www.inc.com/profile/tri-state-industrial-group,1
733,E Revolution Ventures,625.5295%,$23771503,Retail,Delaware,"Seaford, DE",60,http://www.inc.com/profile/e-revolution-ventures,2
734,WhiteCap Dental Solutions,624.5733%,$3825508,Health,Utah,"Heber, UT",9,http://www.inc.com/profile/whitecap-dental-solutions,1
735,AE Works,624.1806%,$3179580,Engineering,Pennsylvania,"Pittsburgh, PA",22,http://www.inc.com/profile/ae-works,1
