Rank,Company,Growth,Revenue,Industry,State,Metro,Employees,URL,YrsOnList
89,SKM Media Group,3751.6509%,$12034984,Advertising & Marketing,Florida,Miami,20,http://www.inc.com/profile/skm-media-group,1
90,Spoken Communications,3733.9623%,$10160000,Telecommunications,Washington,Seattle,37,http://www.inc.com/profile/spoken-communications,1
91,Sol Systems,3715.6668%,$9124862,Financial Services,District of Columbia,"Washington, DC",16,http://www.inc.com/profile/sol-systems,1
92,Elevate Technology Solutions,3600.9981%,$16901681,IT Services,Massachusetts,,105,http://www.inc.com/profile/elevate-technology-solutions,1
93,Build Group,3591.4559%,$101534898,Construction,California,San Francisco,158,http://www.inc.com/profile/build-group,2
94,Alex and Ani,3569.0901%,$79837125,Retail,Rhode Island,"Providence-New Bedford-Fall River, RI-MA",330,http://www.inc.com/profile/alex-and-ani,4
95,Onsite Occupational Health & Safety,3567.9228%,$33237946,Health,Indiana,"Evansville, IN-KY",253,http://www.inc.com/profile/onsite-occupational-health-safety,2
96,CoverMyMeds,3567.1338%,$5317344,Health,Ohio,"Akron, OH",35,http://www.inc.com/profile/covermymeds,1
97,Discovery Services,3508.0296%,$16627496,Business Products & Services,Illinois,Chicago,307,http://www.inc.com/profile/discovery-services,1
98,VRx,3478.7208%,$72391044,Health,Utah,Salt Lake City,67,http://www.inc.com/profile/vrx,2
99,Marketplace Homes,3473.1675%,$19360708,Real Estate,Michigan,Detroit,73,http://www.inc.com/profile/marketplace-homes,2
100,Centerplan Construction,3462.8383%,$56375040,Construction,Connecticut,"Hartford-West Hartford-East Hartford, CT",43,http://www.inc.com/profile/centerplan-construction,1
101,BlueSquare Resolutions,3458.4577%,$14305000,Financial Services,Arizona,Phoenix,14,http://www.inc.com/profile/bluesquare-resolutions,1
102,The Logistics Store,3449.8941%,$7141819,Logistics & Transportation,Missouri,"Kansas City, MO-KS",11,http://www.inc.com/profile/the-logistics-store,1
103,CashStar,3413.7681%,$9698000,Software,Maine,"Portland-South Portland-Biddeford, ME",96,http://www.inc.com/profile/cashstar,1
104,Webimax,3367.3234%,$8362768,Advertising & Marketing,New Jersey,Philadelphia,125,http://www.inc.com/profile/webimax,2
105,Touchsuite,3337.9011%,$13424385,Software,Florida,Miami,43,http://www.inc.com/profile/touchsuite,1
106,Akvarr,3310.0013%,$5149102,IT Services,Virginia,"Washington, DC",65,http://www.inc.com/profile/akvarr,1
107,Analytic Strategies,3306.0818%,$5447551,Government Services,Virginia,"Washington, DC",33,http://www.inc.com/profile/analytic-strategies,2
108,Apartment List,3191.3832%,$10296500,Real Estate,California,San Francisco,32,http://www.inc.com/profile/apartment-list,1
109,Acquia,3131.4175%,$45446268,Software,Massachusetts,Boston,263,http://www.inc.com/profile/acquia,2
110,Axcient,3115.5116%,$9743000,Security,California,San Jose,107,http://www.inc.com/profile/axcient,2
111,Datto,3101.0704%,$25165695,Security,Connecticut,"Bridgeport-Stamford-Norwalk, CT",125,http://www.inc.com/profile/datto,2
112,Command Post Technologies,3095.0921%,$7175378,Government Services,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",31,http://www.inc.com/profile/command-post-technologies,1
113,Sustainable Supply,3061.3311%,$3215295,Retail,Colorado,"Denver-Aurora, CO",7,http://www.inc.com/profile/sustainable-supply,1
114,Oceanhouse Media,3055.3734%,$3860410,Software,California,San Diego,10,http://www.inc.com/profile/oceanhouse-media,1
115,Rapier Solutions,3051.4365%,$6243626,IT Services,North Carolina,Charlotte,51,http://www.inc.com/profile/rapier-solutions,2
116,Econohomes,3041.4176%,$42710211,Real Estate,Texas,Austin,73,http://www.inc.com/profile/econohomes,1
117,Green Box Foods,3020%,$251141311,Food & Beverage,Georgia,Atlanta,221,http://www.inc.com/profile/green-box-foods,4
118,BMA,2997.8032%,$8966994,Government Services,Kansas,"Kansas City, MO-KS",75,http://www.inc.com/profile/bma,1
119,Dashed,2984.1642%,$4643826,Food & Beverage,Massachusetts,Boston,92,http://www.inc.com/profile/dashed,1
120,Puppet Labs,2974.9129%,$8825000,Software,Oregon,"Portland, OR",175,http://www.inc.com/profile/puppet-labs,1
121,Orgain,2971.2734%,$8981417,Food & Beverage,California,Los Angeles,6,http://www.inc.com/profile/orgain,1
122,US Perishables,2964.9657%,$4024300,Logistics & Transportation,California,San Francisco,10,http://www.inc.com/profile/us-perishables,1
123,Asentra,2963.3165%,$12100100,Advertising & Marketing,Connecticut,"Bridgeport-Stamford-Norwalk, CT",24,http://www.inc.com/profile/asentra,3
124,Quantum Networks,2943.9401%,$11471971,Consumer Products & Services,New York,New York City,28,http://www.inc.com/profile/quantum-networks,2
125,FuzeBox,2933.1066%,$8765678,Business Products & Services,California,San Francisco,132,http://www.inc.com/profile/fuzebox,1
126,Renegade Furniture Group,2926.3952%,$9817626,Retail,New York,New York City,17,http://www.inc.com/profile/renegade-furniture-group,1
127,etailz,2897.8095%,$13058848,Retail,Washington,"Spokane, WA",56,http://www.inc.com/profile/etailz,1
128,Target Freight Management,2896.1248%,$23949434,Logistics & Transportation,Pennsylvania,"Pittsburgh, PA",24,http://www.inc.com/profile/target-freight-management,1
129,Maestro Technologies,2831.6384%,$5189000,IT Services,New Jersey,New York City,66,http://www.inc.com/profile/maestro-technologies,3
130,Advice Interactive Group,2807.9327%,$3198726,Advertising & Marketing,Texas,Dallas,31,http://www.inc.com/profile/advice-interactive-group,2
131,Netcom3 Global,2772.9421%,$23683960,Software,California,Los Angeles,12,http://www.inc.com/profile/netcom3-global,2
132,Buy Happier,2771.648%,$20561000,Retail,Illinois,Chicago,32,http://www.inc.com/profile/buy-happier,1
133,The Millennium Group International,2757.8515%,$4504917,Government Services,Virginia,"Washington, DC",25,http://www.inc.com/profile/the-millennium-group-international,1
134,Viderity,2741.0667%,$10654000,Government Services,District of Columbia,"Washington, DC",28,http://www.inc.com/profile/viderity,1
135,I.T. Source,2737.8328%,$84502631,IT Services,California,Los Angeles,34,http://www.inc.com/profile/it-source,4
136,Videology,2727.3474%,$137512141,Advertising & Marketing,Maryland,Baltimore,321,http://www.inc.com/profile/videology,1
137,STAR Collaborative,2695.5281%,$13987900,Human Resources,Minnesota,Minneapolis,5,http://www.inc.com/profile/star-collaborative,1
138,All Around,2686.8061%,$10810606,Construction,Minnesota,Minneapolis,15,http://www.inc.com/profile/all-around,1
139,Populus,2684.6748%,$3018671,Energy,Colorado,"Boulder, CO",30,http://www.inc.com/profile/populus,1
140,Astrum Solar,2665.2178%,$41036109,Energy,Maryland,Baltimore,200,http://www.inc.com/profile/astrum-solar,2
141,StartFinder,2659.146%,$2759146,Human Resources,Maryland,"Washington, DC",29,http://www.inc.com/profile/startfinder,1
142,Cloud Sherpas,2633.0003%,$75347342,IT Services,Georgia,Atlanta,304,http://www.inc.com/profile/cloud-sherpas,1
143,Apex Resources,2624.7397%,$22814109,Manufacturing,Texas,Houston,3,http://www.inc.com/profile/apex-resources,2
144,RMGS,2599.3906%,$3876136,Government Services,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",23,http://www.inc.com/profile/rmgs,1
145,Finch,2592.9805%,$2889218,Software,Utah,"Provo-Orem, UT",6,http://www.inc.com/profile/finch,1
146,Dhaliwal Labs,2587.9304%,$8315032,Manufacturing,Texas,Dallas,49,http://www.inc.com/profile/dhaliwal-labs,2
147,Finance Store,2585.9907%,$4011366,Financial Services,California,Los Angeles,35,http://www.inc.com/profile/finance-store,1
148,Monster Flooring SALE,2555.7077%,$3771105,Retail,Texas,Dallas,31,http://www.inc.com/profile/monster-flooring-sale,1
149,Hudl,2535.0375%,$14128623,Software,Nebraska,"Lincoln, NE",102,http://www.inc.com/profile/hudl,1
150,Rigid Industries,2528.0302%,$24096383,Manufacturing,Arizona,Phoenix,149,http://www.inc.com/profile/rigid-industries,1
151,GiftCardRescue.com,2517.6355%,$6565815,Consumer Products & Services,Maryland,Baltimore,8,http://www.inc.com/profile/giftcardrescuecom,1
152,W4,2515.0148%,$59775472,Advertising & Marketing,California,Los Angeles,40,http://www.inc.com/profile/w4,1
153,Regal Wings,2513.0952%,$15365000,Travel & Hospitality,New York,New York City,73,http://www.inc.com/profile/regal-wings,1
154,Chicagoland Foreign Investment Group,2511.4615%,$3914633,Financial Services,Illinois,Chicago,9,http://www.inc.com/profile/chicagoland-foreign-investment-group,1
155,1st American Systems and Services,2492.2526%,$2641972,Government Services,Virginia,"Washington, DC",34,http://www.inc.com/profile/1st-american-systems-and-services,1
156,Extrabux.com,2491.5776%,$4611194,Consumer Products & Services,California,San Diego,15,http://www.inc.com/profile/extrabuxcom,1
157,SCM Data,2490.5859%,$10308874,IT Services,New Jersey,New York City,150,http://www.inc.com/profile/scm-data,1
158,Mobomo,2483.9678%,$2778799,Software,District of Columbia,"Washington, DC",13,http://www.inc.com/profile/mobomo,1
159,PropertyRate,2454.9157%,$4174349,Real Estate,California,Los Angeles,7,http://www.inc.com/profile/propertyrate,2
160,Medical Staffing Options,2443.956%,$4630000,Health,Ohio,"Columbus, OH",200,http://www.inc.com/profile/medical-staffing-options,1
161,projekt202,2435.8661%,$12513510,Software,Texas,Dallas,73,http://www.inc.com/profile/projekt202,3
162,Summerset Professional Grills,2429.1667%,$6070000,Consumer Products & Services,California,Los Angeles,6,http://www.inc.com/profile/summerset-professional-grills,2
163,SimplyGlobo,2422.9005%,$2605475,Retail,Illinois,Chicago,11,http://www.inc.com/profile/simplyglobo,1
164,BrightSource Energy,2415.0436%,$291066000,Energy,California,San Francisco,481,http://www.inc.com/profile/brightsource-energy,3
165,EDJ Precision,2410.1745%,$4017459,Manufacturing,Texas,Houston,11,http://www.inc.com/profile/edj-precision,1
166,Alternative Technology Solutions,2407.038%,$8774633,Software,California,Los Angeles,52,http://www.inc.com/profile/alternative-technology-solutions,1
167,BayRu,2390.0056%,$19457775,Retail,Illinois,Chicago,120,http://www.inc.com/profile/bayru,2
168,HUMAN Healthy Vending,2377.762%,$9203548,Food & Beverage,California,Los Angeles,30,http://www.inc.com/profile/human-healthy-vending,1
169,GSATi,2366.8121%,$2475816,IT Services,Texas,Dallas,23,http://www.inc.com/profile/gsati,1
170,TracePoint Consulting,2355.1365%,$4938507,IT Services,Georgia,Atlanta,18,http://www.inc.com/profile/tracepoint-consulting,1
171,Extreme Reach,2348.5936%,$41532776,Advertising & Marketing,Massachusetts,Boston,203,http://www.inc.com/profile/extreme-reach,1
172,Act-On Software,2330.0112%,$9240239,Software,Oregon,"Portland, OR",140,http://www.inc.com/profile/act-on-software,1
173,CSI Powerline,2312.8318%,$15970992,Energy,Arizona,Phoenix,140,http://www.inc.com/profile/csi-powerline,1
174,Refinery29,2301.4181%,$16556241,Media,New York,New York City,99,http://www.inc.com/profile/refinery29,2
175,Clinovations,2295.8955%,$12842000,Health,District of Columbia,"Washington, DC",41,http://www.inc.com/profile/clinovations,1
176,Mixbook,2287.7851%,$25087002,Retail,California,San Jose,60,http://www.inc.com/profile/mixbook,1
177,LenCred,2285.7921%,$3006098,Financial Services,New Jersey,Philadelphia,32,http://www.inc.com/profile/lencred,1
178,Ticketracker,2267.1376%,$2545099,Software,Indiana,"Anderson, IN",11,http://www.inc.com/profile/ticketracker,2
179,Recondo Technology,2260.9639%,$30364900,Health,Colorado,Denver,251,http://www.inc.com/profile/recondo-technology,2
180,Sky Zone,2249.3042%,$50636480,Consumer Products & Services,California,Los Angeles,190,http://www.inc.com/profile/sky-zone,3
181,TNH Advanced Specialty Pharmacy,2247.9894%,$37714744,Health,California,Los Angeles,20,http://www.inc.com/profile/tnh-advanced-specialty-pharmacy,1
182,Streamline Defense,2236.3031%,$6269633,Government Services,Florida,Tampa,60,http://www.inc.com/profile/streamline-defense,2
183,First Flight Solutions,2231.7609%,$2749869,Logistics & Transportation,North Carolina,"Morehead City, NC",0,http://www.inc.com/profile/first-flight-solutions,1
184,WordStream,2224.6163%,$3360907,Advertising & Marketing,Massachusetts,Boston,56,http://www.inc.com/profile/wordstream,1
185,IT Strategic Performance Firm,2224.6003%,$3492526,IT Services,Texas,"San Antonio, TX",38,http://www.inc.com/profile/it-strategic-performance-firm,1
186,Ad-Juster,2217.5385%,$2754719,Advertising & Marketing,California,San Diego,18,http://www.inc.com/profile/ad-juster,1
187,EnSite Solutions,2206.8507%,$10611513,Business Products & Services,Texas,Dallas,14,http://www.inc.com/profile/ensite-solutions,1
188,NextWorth Solutions,2194.7659%,$31055778,Consumer Products & Services,Massachusetts,Boston,20,http://www.inc.com/profile/nextworth-solutions,2
189,Omatic Software,2192.0092%,$4959289,Software,South Carolina,"Charleston-North Charleston, SC",22,http://www.inc.com/profile/omatic-software,2
190,AdvoPay,2177.6578%,$3662952,Financial Services,Indiana,"Indianapolis, IN",75,http://www.inc.com/profile/advopay,1
191,Greenphire,2177.558%,$5363467,Software,Pennsylvania,Philadelphia,42,http://www.inc.com/profile/greenphire,1
192,Wall Street Network Solutions,2155.7567%,$7688431,Telecommunications,New Jersey,New York City,12,http://www.inc.com/profile/wall-street-network-solutions,2
193,S2Verify,2142.2172%,$4438312,Human Resources,Georgia,Atlanta,15,http://www.inc.com/profile/s2verify,1
194,Target Logistics,2130.9978%,$121937504,Business Products & Services,Massachusetts,Boston,450,http://www.inc.com/profile/target-logistics,2
195,Virtual Enterprise Architects,2127.4502%,$3823151,IT Services,District of Columbia,"Washington, DC",23,http://www.inc.com/profile/virtual-enterprise-architects,1
196,Titan Protection and Consulting,2117.3136%,$2440331,Security,Kansas,"Kansas City, MO-KS",158,http://www.inc.com/profile/titan-protection-and-consulting,1
197,Evolution Capital Partners,2117.2879%,$2747131,Financial Services,Ohio,Cleveland,5,http://www.inc.com/profile/evolution-capital-partners,1
198,Glass Mountain Capital,2112.1513%,$6888772,Financial Services,Illinois,Chicago,140,http://www.inc.com/profile/glass-mountain-capital,1
199,SiiBER,2095.0516%,$2539521,Consumer Products & Services,Indiana,"Fort Wayne, IN",7,http://www.inc.com/profile/siiber,1
200,iSirona,2091.7744%,$17229473,Health,Florida,"Panama City-Lynn Haven, FL",173,http://www.inc.com/profile/isirona,2
201,Cell Phone Repair,2091.1223%,$7538096,Retail,Florida,"Orlando, FL",45,http://www.inc.com/profile/cell-phone-repair,1
202,Silencerco,2083.9991%,$6347182,Consumer Products & Services,Utah,Salt Lake City,51,http://www.inc.com/profile/silencerco,1
203,CWU,2062.4243%,$10210254,Government Services,Florida,Tampa,153,http://www.inc.com/profile/cwu,1
204,AudioMicro,2053.3935%,$2176887,Media,California,Los Angeles,5,http://www.inc.com/profile/audiomicro,1
205,ReconCraft,2044.7285%,$2153479,Manufacturing,Massachusetts,Boston,12,http://www.inc.com/profile/reconcraft,1
206,TEEMA Solutions Group,2042.1819%,$30007405,Human Resources,California,Los Angeles,90,http://www.inc.com/profile/teema-solutions-group,1
207,Solomon Consulting Group,2027.2249%,$2154347,IT Services,Kansas,"Kansas City, MO-KS",20,http://www.inc.com/profile/solomon-consulting-group,1
208,"GarbageMan, A Green Company",2018.3385%,$8882278,Environmental Services,Minnesota,Minneapolis,49,http://www.inc.com/profile/garbageman-a-green-company,2
209,TheraPearl,2017.2346%,$5002009,Consumer Products & Services,Maryland,Baltimore,16,http://www.inc.com/profile/therapearl,1
210,Landmark Network,2004.4693%,$7534000,Real Estate,California,Los Angeles,57,http://www.inc.com/profile/landmark-network,2
211,TaskUs,1998.9189%,$3883000,Business Products & Services,California,Los Angeles,424,http://www.inc.com/profile/taskus,1
212,NTE Solutions,1997.3698%,$4436000,Energy,Florida,"Jacksonville, FL",16,http://www.inc.com/profile/nte-solutions,1
213,Arocon Roofing and Construction,1981.9935%,$8788511,Construction,Maryland,Baltimore,50,http://www.inc.com/profile/arocon-roofing-and-construction,1
214,The Brixton Group,1974.6107%,$20919461,IT Services,North Carolina,Charlotte,11,http://www.inc.com/profile/the-brixton-group,2
215,FreeAlliance.com,1952.4009%,$2609833,Government Services,District of Columbia,"Washington, DC",7,http://www.inc.com/profile/freealliancecom,1
216,BWBacon Group,1948.8506%,$3565000,Human Resources,Colorado,"Denver-Aurora, CO",6,http://www.inc.com/profile/bwbacon-group,1
217,Sovereign Lending Group,1944.5281%,$6218371,Financial Services,California,Los Angeles,49,http://www.inc.com/profile/sovereign-lending-group,1
219,Novisync,1928.3197%,$7465616,IT Services,New York,"Poughkeepsie-Newburgh-Middletown, NY",119,http://www.inc.com/profile/novisync,1
220,Snap Advances,1924.5387%,$21946000,Financial Services,Utah,Salt Lake City,40,http://www.inc.com/profile/snap-advances,1
221,Dane Street,1921.8197%,$9439007,Health,Massachusetts,Boston,81,http://www.inc.com/profile/dane-street,1
222,OpenX,1920.7349%,$153980000,Advertising & Marketing,California,Los Angeles,276,http://www.inc.com/profile/openx,1
